identifier,name,polypeptide_id
PF09294,Interfer-bind,P17181
PF01108,Tissue_fac,P48551
PF09294,Interfer-bind,P48551
PF00001,7tm_1,P16473
PF13306,LRR_5,P16473
PF00008,EGF,P00742
PF00594,Gla,P00742
PF00089,Trypsin,P00742
PF00008,EGF,P00740
PF00594,Gla,P00740
PF00089,Trypsin,P00740
PF00093,VWC,P04275
PF00092,VWA,P04275
PF00094,VWD,P04275
PF08742,C8,P04275
PF01826,TIL,P04275
PF16164,VWA_N2,P04275
PF05721,PhyH,O14832
PF00059,Lectin_C,P07307
PF03954,Lectin_N,P07307
PF00012,HSP70,P11021
PF00262,Calreticulin,P27797
PF00262,Calreticulin,P27824
PF03388,Lectin_leg-like,P49257
PF07645,EGF_CA,Q07954
PF00057,Ldl_recept_a,Q07954
PF00058,Ldl_recept_b,Q07954
PF12662,cEGF,Q07954
PF16472,DUF5050,Q07954
PF13499,EF-hand_7,Q8NI22
PF07679,I-set,P14778
PF01582,TIR,P14778
PF13895,Ig_2,P14778
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,Q92637
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF13895,Ig_2,P08637
PF13895,Ig_2,O75015
PF00207,A2M,P01024
PF07678,A2M_comp,P01024
PF01835,A2M_N,P01024
PF07703,A2M_N_2,P01024
PF07677,A2M_recep,P01024
PF01821,ANATO,P01024
PF01759,NTR,P01024
PF10569,Thiol-ester_cl,P01024
PF00207,A2M,P0C0L4
PF07678,A2M_comp,P0C0L4
PF01835,A2M_N,P0C0L4
PF07703,A2M_N_2,P0C0L4
PF07677,A2M_recep,P0C0L4
PF01821,ANATO,P0C0L4
PF01759,NTR,P0C0L4
PF10569,Thiol-ester_cl,P0C0L4
PF00207,A2M,P0C0L5
PF07678,A2M_comp,P0C0L5
PF01835,A2M_N,P0C0L5
PF07703,A2M_N_2,P0C0L5
PF07677,A2M_recep,P0C0L5
PF01821,ANATO,P0C0L5
PF01759,NTR,P0C0L5
PF10569,Thiol-ester_cl,P0C0L5
PF00207,A2M,P01031
PF07678,A2M_comp,P01031
PF01835,A2M_N,P01031
PF07703,A2M_N_2,P01031
PF07677,A2M_recep,P01031
PF01821,ANATO,P01031
PF01759,NTR,P01031
PF00051,Kringle,P00747
PF00089,Trypsin,P00747
PF00024,PAN_1,P00747
PF00147,Fibrinogen_C,P02671
PF08702,Fib_alpha,P02671
PF12160,Fibrinogen_aC,P02671
PF00021,UPAR_LY6,Q03405
PF00079,Serpin,P05121
PF07714,Pkinase_Tyr,P06213
PF00041,fn3,P06213
PF00757,Furin-like,P06213
PF01030,Recep_L_domain,P06213
PF07714,Pkinase_Tyr,P08069
PF00757,Furin-like,P08069
PF01030,Recep_L_domain,P08069
PF01858,RB_A,P06400
PF01857,RB_B,P06400
PF08934,Rb_C,P06400
PF11934,DUF3452,P06400
PF07966,A1_Propeptide,P07339
PF00026,Asp,P07339
PF00675,Peptidase_M16,P14735
PF05193,Peptidase_M16_C,P14735
PF16187,Peptidase_M16_M,P14735
PF00082,Peptidase_S8,P16519
PF01483,P_proprotein,P16519
PF16470,S8_pro-domain,P16519
PF00246,Peptidase_M14,P16870
PF00082,Peptidase_S8,P29120
PF01483,P_proprotein,P29120
PF16470,S8_pro-domain,P29120
PF12177,Proho_convert,P29120
PF00093,VWC,P48745
PF00219,IGFBP,P48745
PF00007,Cys_knot,P48745
PF07645,EGF_CA,P98164
PF00057,Ldl_recept_a,P98164
PF00058,Ldl_recept_b,P98164
PF12662,cEGF,P98164
PF07679,I-set,Q16270
PF00219,IGFBP,Q16270
PF07648,Kazal_2,Q16270
PF00168,C2,Q96C24
PF02318,FYVE_2,Q96C24
PF00051,Kringle,P00747
PF00089,Trypsin,P00747
PF00024,PAN_1,P00747
PF00147,Fibrinogen_C,P02671
PF08702,Fib_alpha,P02671
PF12160,Fibrinogen_aC,P02671
PF00021,UPAR_LY6,Q03405
PF00079,Serpin,P05121
PF00079,Serpin,P05120
PF00059,Lectin_C,P05452
PF00038,Filament,P05787
PF16208,Keratin_2_head,P05787
PF00191,Annexin,P07355
PF00262,Calreticulin,P27797
PF00262,Calreticulin,P27824
PF07645,EGF_CA,Q07954
PF00057,Ldl_recept_a,Q07954
PF00058,Ldl_recept_b,Q07954
PF12662,cEGF,Q07954
PF16472,DUF5050,Q07954
PF00001,7tm_1,P23945
PF01462,LRRNT,P23945
PF13306,LRR_5,P23945
PF12369,GnHR_trans,P23945
PF00001,7tm_1,P22888
PF13306,LRR_5,P22888
PF07140,IFNGR1,P15260
PF01108,Tissue_fac,P15260
PF01108,Tissue_fac,P38484
PF09294,Interfer-bind,P38484
PF01108,Tissue_fac,P17181
PF09294,Interfer-bind,P17181
PF01108,Tissue_fac,P48551
PF09294,Interfer-bind,P48551
PF00001,7tm_1,P30518
PF00001,7tm_1,P37288
PF08983,DUF1856,P37288
PF00001,7tm_1,P47901
PF08983,DUF1856,P47901
PF00008,EGF,P00742
PF00594,Gla,P00742
PF00089,Trypsin,P00742
PF00089,Trypsin,P05981
PF09272,Hepsin-SRCR,P05981
PF00014,Kunitz_BPTI,P10646
PF05090,VKG_Carbox,P38435
PF00008,EGF,P08709
PF00594,Gla,P08709
PF00089,Trypsin,P08709
PF01108,Tissue_fac,P13726
PF09294,Interfer-bind,P13726
PF00047,ig,Q14626
PF00041,fn3,Q14626
PF07714,Pkinase_Tyr,P21802
PF07679,I-set,P21802
PF00754,F5_F8_type_C,O14786
PF00629,MAM,O14786
PF00431,CUB,O14786
PF11980,DUF3481,O14786
PF07714,Pkinase_Tyr,P11362
PF00047,ig,P11362
PF07679,I-set,P11362
PF07714,Pkinase_Tyr,P22455
PF07679,I-set,P22455
PF07714,Pkinase_Tyr,P22607
PF07679,I-set,P22607
PF00047,ig,P98160
PF00008,EGF,P98160
PF07679,I-set,P98160
PF00057,Ldl_recept_a,P98160
PF00054,Laminin_G_1,P98160
PF00052,Laminin_B,P98160
PF00053,Laminin_EGF,P98160
PF13895,Ig_2,P98160
PF00002,7tm_2,P47871
PF02793,HRM,P47871
PF00002,7tm_2,O95838
PF02793,HRM,O95838
PF00002,7tm_2,P43220
PF02793,HRM,P43220
PF00084,Sushi,P01589
PF00041,fn3,P31785
PF09240,IL6Ra-bind,P31785
PF00957,Synaptobrevin,P63027
PF00957,Synaptobrevin,P23763
PF00168,C2,Q8N9I0
PF13895,Ig_2,P12319
PF04103,CD20,Q01362
PF00001,7tm_1,P22888
PF13306,LRR_5,P22888
PF01463,LRRCT,O60603
PF01582,TIR,O60603
PF13855,LRR_8,O60603
PF07714,Pkinase_Tyr,P06213
PF00041,fn3,P06213
PF00757,Furin-like,P06213
PF01030,Recep_L_domain,P06213
PF07714,Pkinase_Tyr,P08069
PF00757,Furin-like,P08069
PF01030,Recep_L_domain,P08069
PF07714,Pkinase_Tyr,P06213
PF00041,fn3,P06213
PF00757,Furin-like,P06213
PF01030,Recep_L_domain,P06213
PF07714,Pkinase_Tyr,P08069
PF00757,Furin-like,P08069
PF01030,Recep_L_domain,P08069
PF01410,COLFI,P02452
PF01391,Collagen,P02452
PF00093,VWC,P02452
PF01410,COLFI,P02458
PF01391,Collagen,P02458
PF00093,VWC,P02458
PF01410,COLFI,P02461
PF01391,Collagen,P02461
PF00093,VWC,P02461
PF01410,COLFI,P08123
PF01391,Collagen,P08123
PF00001,7tm_1,P30968
PF00001,7tm_1,P22888
PF13306,LRR_5,P22888
PF00229,TNF,P01375
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00089,Trypsin,P09871
PF00084,Sushi,P09871
PF00431,CUB,P09871
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00041,fn3,P10912
PF09067,EpoR_lig-bind,P10912
PF12772,GHBP,P10912
PF09067,EpoR_lig-bind,P16471
PF07974,EGF_2,P05106
PF00362,Integrin_beta,P05106
PF08725,Integrin_b_cyt,P05106
PF07965,Integrin_B_tail,P05106
PF01839,FG-GAP,P08514
PF00357,Integrin_alpha,P08514
PF08441,Integrin_alpha2,P08514
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00089,Trypsin,P09871
PF00084,Sushi,P09871
PF00431,CUB,P09871
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00045,Hemopexin,P04004
PF01033,Somatomedin_B,P04004
PF00394,Cu-oxidase,P00451
PF07731,Cu-oxidase_2,P00451
PF07732,Cu-oxidase_3,P00451
PF00754,F5_F8_type_C,P00451
PF07732,Cu-oxidase_3,P12259
PF00754,F5_F8_type_C,P12259
PF00079,Serpin,P05121
PF07645,EGF_CA,P07204
PF00059,Lectin_C,P07204
PF09064,Tme5_EGF_like,P07204
PF00008,EGF,P07225
PF00594,Gla,P07225
PF07645,EGF_CA,P07225
PF00054,Laminin_G_1,P07225
PF02210,Laminin_G_2,P07225
PF00394,Cu-oxidase,P00450
PF07731,Cu-oxidase_2,P00450
PF07732,Cu-oxidase_3,P00450
PF00594,Gla,P00734
PF00051,Kringle,P00734
PF00089,Trypsin,P00734
PF09396,Thrombin_light,P00734
PF00048,IL8,P02776
PF00079,Serpin,P05154
PF00079,Serpin,P35237
PF05090,VKG_Carbox,P38435
PF16497,MHC_I_3,Q9UNN8
PF00047,ig,P20138
PF07686,V-set,P20138
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00089,Trypsin,P09871
PF00084,Sushi,P09871
PF00431,CUB,P09871
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00089,Trypsin,P08246
PF01108,Tissue_fac,P17181
PF09294,Interfer-bind,P17181
PF01108,Tissue_fac,P48551
PF09294,Interfer-bind,P48551
PF00017,SH2,P62993
PF00018,SH3_1,P62993
PF07974,EGF_2,P05106
PF00362,Integrin_beta,P05106
PF08725,Integrin_b_cyt,P05106
PF07965,Integrin_B_tail,P05106
PF00229,TNF,P01375
PF00001,7tm_1,P23945
PF01462,LRRNT,P23945
PF13306,LRR_5,P23945
PF12369,GnHR_trans,P23945
PF00001,7tm_1,P30518
PF00001,7tm_1,P37288
PF08983,DUF1856,P37288
PF00001,7tm_1,P47901
PF08983,DUF1856,P47901
PF01108,Tissue_fac,P17181
PF09294,Interfer-bind,P17181
PF01108,Tissue_fac,P48551
PF09294,Interfer-bind,P48551
PF01108,Tissue_fac,P17181
PF09294,Interfer-bind,P17181
PF01108,Tissue_fac,P48551
PF09294,Interfer-bind,P48551
PF00019,TGF_beta,P01137
PF00688,TGFb_propeptide,P01137
PF07714,Pkinase_Tyr,P06213
PF00041,fn3,P06213
PF00757,Furin-like,P06213
PF01030,Recep_L_domain,P06213
PF07714,Pkinase_Tyr,P08069
PF00757,Furin-like,P08069
PF01030,Recep_L_domain,P08069
PF00675,Peptidase_M16,P14735
PF05193,Peptidase_M16_C,P14735
PF16187,Peptidase_M16_M,P14735
PF07654,C1-set,P01906
PF00993,MHC_II_alpha,P01906
PF16196,C1-set_C,P01906
PF07654,C1-set,P01920
PF00969,MHC_II_beta,P01920
PF01858,RB_A,P06400
PF01857,RB_B,P06400
PF08934,Rb_C,P06400
PF11934,DUF3452,P06400
PF07966,A1_Propeptide,P07339
PF00026,Asp,P07339
PF00246,Peptidase_M14,P16870
PF00082,Peptidase_S8,P16519
PF01483,P_proprotein,P16519
PF16470,S8_pro-domain,P16519
PF00082,Peptidase_S8,P29120
PF01483,P_proprotein,P29120
PF16470,S8_pro-domain,P29120
PF12177,Proho_convert,P29120
PF00093,VWC,P48745
PF00219,IGFBP,P48745
PF00007,Cys_knot,P48745
PF07645,EGF_CA,P98164
PF00057,Ldl_recept_a,P98164
PF00058,Ldl_recept_b,P98164
PF12662,cEGF,P98164
PF07679,I-set,Q16270
PF00219,IGFBP,Q16270
PF07648,Kazal_2,Q16270
PF00168,C2,Q96C24
PF02318,FYVE_2,Q96C24
PF07714,Pkinase_Tyr,P04626
PF00757,Furin-like,P04626
PF01030,Recep_L_domain,P04626
PF14843,GF_recep_IV,P04626
PF07714,Pkinase_Tyr,P00533
PF00757,Furin-like,P00533
PF01030,Recep_L_domain,P00533
PF14843,GF_recep_IV,P00533
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF00089,Trypsin,P09871
PF00084,Sushi,P09871
PF00431,CUB,P09871
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF13895,Ig_2,O75015
PF13895,Ig_2,P08637
PF04103,CD20,P11836
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00089,Trypsin,P09871
PF00084,Sushi,P09871
PF00431,CUB,P09871
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00084,Sushi,P01589
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P08637
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF13895,Ig_2,O75015
PF00089,Trypsin,P09871
PF00084,Sushi,P09871
PF00431,CUB,P09871
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF02189,ITAM,P04234
PF16680,Ig_4,P04234
PF02189,ITAM,P07766
PF02189,ITAM,P09693
PF16680,Ig_4,P09693
PF02189,ITAM,P20963
PF11628,TCR_zetazeta,P20963
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00089,Trypsin,P09871
PF00084,Sushi,P09871
PF00431,CUB,P09871
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF04103,CD20,P11836
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00089,Trypsin,P09871
PF00084,Sushi,P09871
PF00431,CUB,P09871
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF04103,CD20,P11836
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00041,fn3,P10912
PF09067,EpoR_lig-bind,P10912
PF12772,GHBP,P10912
PF00835,SNAP-25,P60880
PF00071,Ras,P62745
PF00051,Kringle,P00747
PF00089,Trypsin,P00747
PF00024,PAN_1,P00747
PF00001,7tm_1,P25116
PF15116,CD52,P31358
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF02225,PA,Q04609
PF04389,Peptidase_M28,Q04609
PF04253,TFR_dimer,Q04609
PF14963,CAML,P49069
PF13499,EF-hand_7,Q96LZ3
PF00160,Pro_isomerase,P62937
PF00160,Pro_isomerase,P30405
PF07686,V-set,P06729
PF05790,C2-set,P06729
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF13895,Ig_2,O75015
PF00001,7tm_1,P37288
PF08983,DUF1856,P37288
PF00001,7tm_1,P23945
PF01462,LRRNT,P23945
PF13306,LRR_5,P23945
PF12369,GnHR_trans,P23945
PF01839,FG-GAP,P20701
PF00357,Integrin_alpha,P20701
PF08441,Integrin_alpha2,P20701
PF00092,VWA,P20701
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00001,7tm_1,P22888
PF13306,LRR_5,P22888
PF00001,7tm_1,P23945
PF01462,LRRNT,P23945
PF13306,LRR_5,P23945
PF12369,GnHR_trans,P23945
PF07654,C1-set,P06126
PF16497,MHC_I_3,P06126
PF07654,C1-set,Q95460
PF00129,MHC_I,Q95460
PF01839,FG-GAP,P20701
PF00357,Integrin_alpha,P20701
PF08441,Integrin_alpha2,P20701
PF00092,VWA,P20701
PF07686,V-set,P42081
PF13895,Ig_2,P31994
PF00047,ig,P01730
PF05790,C2-set,P01730
PF09191,CD4-extracel,P01730
PF12104,Tcell_CD4_C,P01730
PF07974,EGF_2,P05556
PF00362,Integrin_beta,P05556
PF08725,Integrin_b_cyt,P05556
PF07965,Integrin_B_tail,P05556
PF01839,FG-GAP,P06756
PF00357,Integrin_alpha,P06756
PF08441,Integrin_alpha2,P06756
PF07974,EGF_2,P05106
PF00362,Integrin_beta,P05106
PF08725,Integrin_b_cyt,P05106
PF07965,Integrin_B_tail,P05106
PF00041,fn3,Q99062
PF06328,Lep_receptor_Ig,Q99062
PF00089,Trypsin,P08246
PF00008,EGF,P00742
PF00594,Gla,P00742
PF00089,Trypsin,P00742
PF00089,Trypsin,P03951
PF00024,PAN_1,P03951
PF00008,EGF,P08709
PF00594,Gla,P08709
PF00089,Trypsin,P08709
PF00394,Cu-oxidase,P00451
PF07731,Cu-oxidase_2,P00451
PF07732,Cu-oxidase_3,P00451
PF00754,F5_F8_type_C,P00451
PF00594,Gla,P00734
PF00051,Kringle,P00734
PF00089,Trypsin,P00734
PF09396,Thrombin_light,P00734
PF07645,EGF_CA,Q07954
PF00057,Ldl_recept_a,Q07954
PF00058,Ldl_recept_b,Q07954
PF12662,cEGF,Q07954
PF16472,DUF5050,Q07954
PF05090,VKG_Carbox,P38435
PF07714,Pkinase_Tyr,P09619
PF00047,ig,P09619
PF07679,I-set,P09619
PF13895,Ig_2,P09619
PF07714,Pkinase_Tyr,P16234
PF07679,I-set,P16234
PF00207,A2M,P01023
PF07678,A2M_comp,P01023
PF01835,A2M_N,P01023
PF07703,A2M_N_2,P01023
PF07677,A2M_recep,P01023
PF10569,Thiol-ester_cl,P01023
PF00001,7tm_1,P30872
PF00001,7tm_1,P35346
PF00001,7tm_1,P30874
PF01108,Tissue_fac,P48551
PF09294,Interfer-bind,P48551
PF01108,Tissue_fac,P17181
PF09294,Interfer-bind,P17181
PF00001,7tm_1,P30968
PF00001,7tm_1,P30559
PF00220,Hormone_4,P01178
PF00184,Hormone_5,P01178
PF01839,FG-GAP,P13612
PF08441,Integrin_alpha2,P13612
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF03921,ICAM_N,P05362
PF00517,GP41,Q53I07
PF00523,Fusion_gly,P13843
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00084,Sushi,P01589
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00341,PDGF,P15692
PF14554,VEGF_C,P15692
PF13895,Ig_2,O75015
PF00089,Trypsin,P00736
PF00084,Sushi,P00736
PF00431,CUB,P00736
PF01391,Collagen,P02745
PF00386,C1q,P02745
PF01391,Collagen,P02746
PF00386,C1q,P02746
PF01391,Collagen,P02747
PF00386,C1q,P02747
PF13895,Ig_2,P08637
PF00047,ig,P12314
PF13895,Ig_2,P12314
PF13895,Ig_2,P12318
PF13895,Ig_2,P31994
PF13895,Ig_2,P31995
PF00047,ig,P13688
PF07686,V-set,P13688
PF13895,Ig_2,P13688
PF00202,Aminotran_3,Q9BYV1
PF00282,Pyridoxal_deC,Q99259
PF00291,PALP,P35520
