pubmed-id,citation,parent_key
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000532
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000532
15493015,"Caprioli A, Zhu H, Sato TN: CRBP-III:lacZ expression pattern reveals a novel heterogeneity of vascular endothelial cells. Genesis. 2004 Nov;40(3):139-45.",BE0000532
17001693,"Goodman AB: Retinoid receptors, transporters, and metabolizers as therapeutic targets in late onset Alzheimer disease. J Cell Physiol. 2006 Dec;209(3):598-603.",BE0000314
17529981,"Ziouzenkova O, Orasanu G, Sharlach M, Akiyama TE, Berger JP, Viereck J, Hamilton JA, Tang G, Dolnikowski GG, Vogel S, Duester G, Plutzky J: Retinaldehyde represses adipogenesis and diet-induced obesity. Nat Med. 2007 Jun;13(6):695-702. Epub 2007 May 27.",BE0000314
17566551,"Wolf G: Serum retinol-binding protein: a link between obesity, insulin resistance, and type 2 diabetes. Nutr Rev. 2007 May;65(5):251-6.",BE0000314
16150442,"Liden M, Eriksson U: Development of a versatile reporter assay for studies of retinol uptake and metabolism in vivo. Exp Cell Res. 2005 Nov 1;310(2):401-8. Epub 2005 Sep 8.",BE0000314
16181461,"Hinterhuber G, Cauza K, Dingelmaier-Hovorka R, Diem E, Horvat R, Wolff K, Foedinger D: Expression of RPE65, a putative receptor for plasma retinol-binding protein, in nonmelanocytic skin tumours. Br J Dermatol. 2005 Oct;153(4):785-9.",BE0000314
16351764,"Suruga K, Kitagawa M, Yasutake H, Takase S, Goda T: Diet-related variation in cellular retinol-binding protein type II gene expression in rat jejunum. Br J Nutr. 2005 Dec;94(6):890-5.",BE0000505
17217919,"Karnaukhova E: Interactions of human serum albumin with retinoic acid, retinal and retinyl acetate. Biochem Pharmacol. 2007 Mar 15;73(6):901-10. Epub 2006 Dec 2.",BE0000530
10052453,"Nykjaer A, Dragun D, Walther D, Vorum H, Jacobsen C, Herz J, Melsen F, Christensen EI, Willnow TE: An endocytic pathway essential for renal uptake and activation of the steroid 25-(OH) vitamin D3. Cell. 1999 Feb 19;96(4):507-15.",BE0001141
11799400,"Verboven C, Rabijns A, De Maeyer M, Van Baelen H, Bouillon R, De Ranter C: A structural basis for the unique binding features of the human vitamin D-binding protein. Nat Struct Biol. 2002 Feb;9(2):131-6.",BE0001141
17023693,"Houghton LA, Vieth R: The case against ergocalciferol (vitamin D2) as a vitamin supplement. Am J Clin Nutr. 2006 Oct;84(4):694-7.",BE0001141
8660814,"Yamamoto N, Naraparaju VR: Vitamin D3-binding protein as a precursor for macrophage activating factor in the inflammation-primed macrophage activation cascade in rats. Cell Immunol. 1996 Jun 15;170(2):161-7.",BE0001141
8759764,"Yamamoto N, Naraparaju VR: Role of vitamin D3-binding protein in activation of mouse macrophages. J Immunol. 1996 Aug 15;157(4):1744-9.",BE0001141
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000209
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000209
8415778,"Begley JA, Colligan PD, Chu RC: Transcobalamin II mediated delivery of albumin-bound hydroxocobalamin to human liver cells. Proc Soc Exp Biol Med. 1993 Nov;204(2):206-10.",BE0000362
5126165,"Skouby AP, Hippe E, Olesen H: Antibody to transcobalamin II and B12 binding capacity in patients treated with hydroxocobalamin. Blood. 1971 Dec;38(6):769-74.",BE0000362
5488577,"Hippe E, Olesen H, Skouby A: [Occurrence of antibodies against transcobalamin II in relation to the number of and the intervals between depot therapy with hydroxocobalamin]. Nord Med. 1970 Dec 3;84(49):1570.",BE0000362
3338997,"Brown KL, Marques HM, Jacobsen DW: Heteronuclear NMR studies of cobalamins. 31P NMR observations of cobalamins bound to a haptocorrin from chicken serum. J Biol Chem. 1988 Feb 5;263(4):1872-7.",BE0000362
8487649,"Chu RC, Begley JA, Colligan PD, Hall CA: The methylcobalamin metabolism of cultured human fibroblasts. Metabolism. 1993 Mar;42(3):315-9.",BE0000362
14585166,"Seetharam B, Yammani RR: Cobalamin transport proteins and their cell-surface receptors. Expert Rev Mol Med. 2003 Jun 13;5(18):1-18.",BE0000362
15814459,"Bocedi A, Notaril S, Narciso P, Bolli A, Fasano M, Ascenzi P: Binding of anti-HIV drugs to human serum albumin. IUBMB Life. 2004 Oct;56(10):609-14.",BE0000530
16336266,"Bocedi A, Notari S, Menegatti E, Fanali G, Fasano M, Ascenzi P: Allosteric modulation of anti-HIV drug and ferric heme binding to human serum albumin. FEBS J. 2005 Dec;272(24):6287-96.",BE0000530
15791110,"Liu R, Eckenhoff RG: Weak polar interactions confer albumin binding site selectivity for haloether anesthetics. Anesthesiology. 2005 Apr;102(4):799-805.",BE0000530
15449957,"Sawas AH, Pentyala SN, Rebecchi MJ: Binding of volatile anesthetics to serum albumin: measurements of enthalpy and solvent contributions. Biochemistry. 2004 Oct 5;43(39):12675-85.",BE0000530
15814459,"Bocedi A, Notaril S, Narciso P, Bolli A, Fasano M, Ascenzi P: Binding of anti-HIV drugs to human serum albumin. IUBMB Life. 2004 Oct;56(10):609-14.",BE0000530
16336266,"Bocedi A, Notari S, Menegatti E, Fanali G, Fasano M, Ascenzi P: Allosteric modulation of anti-HIV drug and ferric heme binding to human serum albumin. FEBS J. 2005 Dec;272(24):6287-96.",BE0000530
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000209
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000209
11752352,"Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5.",BE0000209
15282104,"Chen J, Ohnmacht C, Hage DS: Studies of phenytoin binding to human serum albumin by high-performance affinity chromatography. J Chromatogr B Analyt Technol Biomed Life Sci. 2004 Sep 25;809(1):137-45.",BE0000530
16621742,"Ohnmacht CM, Chen S, Tong Z, Hage DS: Studies by biointeraction chromatography of binding by phenytoin metabolites to human serum albumin. J Chromatogr B Analyt Technol Biomed Life Sci. 2006 May 19;836(1-2):83-91. Epub 2006 Apr 18.",BE0000530
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000209
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000209
1376777,"Rahman MH, Miyoshi T, Sukimoto K, Takadate A, Otagiri M: Interaction mode of dicumarol and its derivatives with human serum albumin, alpha 1-acid glycoprotein and asialo alpha 1-acid glycoprotein. J Pharmacobiodyn. 1992 Jan;15(1):7-16.",BE0000530
3339510,"Robertson A, Fink S, Karp W: Effect of cephalosporins on bilirubin-albumin binding. J Pediatr. 1988 Feb;112(2):291-4.",BE0000530
15082720,"Eneqvist T, Lundberg E, Karlsson A, Huang S, Santos CR, Power DM, Sauer-Eriksson AE: High resolution crystal structures of piscine transthyretin reveal different binding modes for triiodothyronine and thyroxine. J Biol Chem. 2004 Jun 18;279(25):26411-6. Epub 2004 Apr 13.",BE0000337
12553433,Palha JA: Transthyretin as a thyroid hormone carrier: function revisited. Clin Chem Lab Med. 2002 Dec;40(12):1292-300.,BE0000337
12553433,Palha JA: Transthyretin as a thyroid hormone carrier: function revisited. Clin Chem Lab Med. 2002 Dec;40(12):1292-300.,BE0000537
12553433,Palha JA: Transthyretin as a thyroid hormone carrier: function revisited. Clin Chem Lab Med. 2002 Dec;40(12):1292-300.,BE0000530
10322928,"Chu JS, Kishion S, Nomura A, Miyazaki K: Serum alpha 1-acid glycoprotein, sialic acid, and protein binding of disopyramide in normal subjects and cardiac patients. Zhongguo Yao Li Xue Bao. 1997 Sep;18(5):408-10.",BE0000925
10824133,"Hanada K, Ohta T, Hirai M, Arai M, Ogata H: Enantioselective binding of propranolol, disopyramide, and verapamil to human alpha(1)-acid glycoprotein. J Pharm Sci. 2000 Jun;89(6):751-7.",BE0000925
14616427,"Nakagawa T, Kishino S, Itoh S, Sugawara M, Miyazaki K: Differential binding of disopyramide and warfarin enantiomers to human alpha(1)-acid glycoprotein variants. Br J Clin Pharmacol. 2003 Dec;56(6):664-9.",BE0000925
2860235,"Haughey DB, Steinberg I, Lee MH: Protein binding of disopyramide--displacement by mono-N-dealkyldisopyramide and variation with source of alpha-1-acid glycoprotein. J Pharm Pharmacol. 1985 Apr;37(4):285-8.",BE0000925
2862237,"Brunner F, Muller WE: Prazosin binding to human alpha 1-acid glycoprotein (orosomucoid), human serum albumin, and human serum. Further characterization of the 'single drug binding site' of orosomucoid. J Pharm Pharmacol. 1985 May;37(5):305-9.",BE0000925
10927023,"Stephenson KN, Croxen RL, El-Barbary A, Fenstermacher JD, Haspel HC: Inhibition of glucose transport and direct interactions with type 1 facilitative glucose transporter (GLUT-1) by etomidate, ketamine, and propofol: a comparison with barbiturates. Biochem Pharmacol. 2000 Sep 1;60(5):651-9.",BE0001057
8946661,"Dasgupta A, Emerson L: Interaction of valproic acid with nonsteroidal antiinflammatory drugs mefenamic acid and fenoprofen in normal and uremic sera: lack of interaction in uremic sera due to the presence of endogenous factors. Ther Drug Monit. 1996 Dec;18(6):654-9.",BE0000530
6108517,"Brinkschulte M, Breyer-Pfaff U: The contribution of alpha 1-acid glycoprotein, lipoproteins, and albumin to the plasma binding of perazine, amitriptyline, and nortriptyline in healthy man. Naunyn Schmiedebergs Arch Pharmacol. 1980 Oct;314(1):61-6.",BE0000530
17125386,"Banerjee T, Singh SK, Kishore N: Binding of naproxen and amitriptyline to bovine serum albumin: biophysical aspects. J Phys Chem B. 2006 Nov 30;110(47):24147-56.",BE0000530
6108517,"Brinkschulte M, Breyer-Pfaff U: The contribution of alpha 1-acid glycoprotein, lipoproteins, and albumin to the plasma binding of perazine, amitriptyline, and nortriptyline in healthy man. Naunyn Schmiedebergs Arch Pharmacol. 1980 Oct;314(1):61-6.",BE0000925
2870173,"Ferry DG, Caplan NB, Cubeddu LX: Interaction between antidepressants and alpha 1-adrenergic receptor antagonists on the binding to alpha 1-acid glycoprotein. J Pharm Sci. 1986 Feb;75(2):146-9.",BE0000925
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000209
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000209
9275312,"Bertucci C, Wainer IW: Improved chromatographic performance of a modified human albumin based stationary phase. Chirality. 1997;9(4):335-40.",BE0000530
10511917,"Callaghan JT, Bergstrom RF, Ptak LR, Beasley CM: Olanzapine. Pharmacokinetic and pharmacodynamic profile. Clin Pharmacokinet. 1999 Sep;37(3):177-93.",BE0000530
10511917,"Callaghan JT, Bergstrom RF, Ptak LR, Beasley CM: Olanzapine. Pharmacokinetic and pharmacodynamic profile. Clin Pharmacokinet. 1999 Sep;37(3):177-93.",BE0000925
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000530
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000530
6892775,"Terao N, Yoshida N, Nagashima R: Sucralfate, a basic aluminum salt of sucrose sulfate. III. Inhibition of peptic hydrolysis of fibrinogen by sucrose sulfate. Arzneimittelforschung. 1980;30(1):76-8.",BE0000530
7770804,"Landyshev IuS, Grigorenko AA, Marikhina NS, Molochnaia SV: [A comparative assessment of the effect of different methods of glucocorticosteroid therapy on the hypophyseal-adrenal system in bronchial asthma patients]. Ter Arkh. 1995;67(3):43-7.",BE0000209
11752352,"Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5.",BE0000209
20435530,"Joseph KS, Hage DS: Characterization of the binding of sulfonylurea drugs to HSA by high-performance affinity chromatography. J Chromatogr B Analyt Technol Biomed Life Sci. 2010 Jun 1;878(19):1590-8. doi: 10.1016/j.jchromb.2010.04.019.",BE0000530
20829128,"Joseph KS, Anguizola J, Jackson AJ, Hage DS: Chromatographic analysis of acetohexamide binding to glycated human serum albumin. J Chromatogr B Analyt Technol Biomed Life Sci. 2010 Oct 15;878(28):2775-81. doi:  10.1016/j.jchromb.2010.08.021. Epub 2010 Aug 21.",BE0000530
20956006,"Yoo MJ, Hage DS: Use of peak decay analysis and affinity microcolumns containing silica monoliths for rapid determination of drug-protein dissociation rates. J Chromatogr A. 2011 Apr 15;1218(15):2072-8. doi: 10.1016/j.chroma.2010.09.070. Epub 2010 Oct 16.",BE0000530
20974553,"Basiaga SB, Hage DS: Chromatographic studies of changes in binding of sulfonylurea drugs to human serum albumin due to glycation and fatty acids. J Chromatogr B Analyt Technol Biomed Life Sci. 2010 Nov 15;878(30):3193-7. doi: 10.1016/j.jchromb.2010.09.033. Epub 2010 Oct 23.",BE0000530
21612784,"Tong Z, Joseph KS, Hage DS: Detection of heterogeneous drug-protein binding by frontal analysis and high-performance affinity chromatography. J Chromatogr A. 2011 Dec 9;1218(49):8915-24. doi: 10.1016/j.chroma.2011.04.078. Epub 2011 May 6.",BE0000530
1031216,"Bratlid D, Bergan T: Displacement of albumin-bound antimicrobial agents by bilirubin. Pharmacology. 1976;14(5):464-72.",BE0000530
1686912,"Ohshima T, Hasegawa T, Johno I, Kitazawa S: Protein binding of cefpiramide in the plasma of various species. J Pharm Pharmacol. 1991 Nov;43(11):805-6.",BE0000530
15082720,"Eneqvist T, Lundberg E, Karlsson A, Huang S, Santos CR, Power DM, Sauer-Eriksson AE: High resolution crystal structures of piscine transthyretin reveal different binding modes for triiodothyronine and thyroxine. J Biol Chem. 2004 Jun 18;279(25):26411-6. Epub 2004 Apr 13.",BE0000337
12553433,Palha JA: Transthyretin as a thyroid hormone carrier: function revisited. Clin Chem Lab Med. 2002 Dec;40(12):1292-300.,BE0000337
12553433,Palha JA: Transthyretin as a thyroid hormone carrier: function revisited. Clin Chem Lab Med. 2002 Dec;40(12):1292-300.,BE0000537
12553433,Palha JA: Transthyretin as a thyroid hormone carrier: function revisited. Clin Chem Lab Med. 2002 Dec;40(12):1292-300.,BE0000530
6754208,"Edwards DJ, Svensson CK, Visco JP, Lalka D: Clinical pharmacokinetics of pethidine: 1982. Clin Pharmacokinet. 1982 Sep-Oct;7(5):421-33.",BE0000530
6754208,"Edwards DJ, Svensson CK, Visco JP, Lalka D: Clinical pharmacokinetics of pethidine: 1982. Clin Pharmacokinet. 1982 Sep-Oct;7(5):421-33.",BE0000925
1625169,"Terasaki T, Nouda H, Tsuji A: Selective analysis of mutual displacement effects at the primary binding sites of phenoxymethylpenicillin and cephalothin bindings to human serum albumin. J Pharmacobiodyn. 1992 Mar;15(3):91-7.",BE0000530
2870173,"Ferry DG, Caplan NB, Cubeddu LX: Interaction between antidepressants and alpha 1-adrenergic receptor antagonists on the binding to alpha 1-acid glycoprotein. J Pharm Sci. 1986 Feb;75(2):146-9.",BE0000925
2870173,"Ferry DG, Caplan NB, Cubeddu LX: Interaction between antidepressants and alpha 1-adrenergic receptor antagonists on the binding to alpha 1-acid glycoprotein. J Pharm Sci. 1986 Feb;75(2):146-9.",BE0000925
20956006,"Yoo MJ, Hage DS: Use of peak decay analysis and affinity microcolumns containing silica monoliths for rapid determination of drug-protein dissociation rates. J Chromatogr A. 2011 Apr 15;1218(15):2072-8. doi: 10.1016/j.chroma.2010.09.070. Epub 2010 Oct 16.",BE0000530
1449542,"Urien S, Claudepierre P, Meyer J, Brandt R, Tillement JP: Comparative binding of etretinate and acitretin to plasma proteins and erythrocytes. Biochem Pharmacol. 1992 Nov 3;44(9):1891-3.",BE0000530
15902381,"Preiss JC, Zouboulis CC, Zeitz M, Duchmann R: [Severe erythrodermic psoriasis in a patient with 22q11 deletion syndrome]. Med Klin (Munich). 2005 May 13;100(5):275-8.",BE0000530
2146977,"Carillet V, Morliere P, Maziere JC, Huppe G, Santus R, Dubertret L: In vitro interactions of the aromatic retinoids Ro 10-9359 (etretinate) and Ro 10-1670 (acitretin), its main metabolite, with human serum lipoproteins and albumin. Biochim Biophys Acta. 1990 Nov 12;1055(2):98-101.",BE0000530
16819214,"Kitamura K, Omran AA, Nagata C, Kamijima Y, Tanaka R, Takegami S, Kitade T: Effects of inorganic ions on the binding of triflupromazine and chlorpromazine to bovine serum albumin studied by spectrometric methods. Chem Pharm Bull (Tokyo). 2006 Jul;54(7):972-6.",BE0000530
11559920,"Rukhadze MD, Bezarashvili GS, Sidamonidze NS, Tsagareli SK: Investigation of binding process of chlorpromazine to bovine serum albumin by means of passive and active experiments. Biomed Chromatogr. 2001 Oct;15(6):365-73.",BE0000530
15264002,"Silva D, Cortez CM, Louro SR: Quenching of the intrinsic fluorescence of bovine serum albumin by chlorpromazine and hemin. Braz J Med Biol Res. 2004 Jul;37(7):963-8. Epub 2004 Jun 22.",BE0000530
11689002,"Quevedo MA, Moroni GN, Brinon MC: Human serum albumin binding of novel antiretroviral nucleoside derivatives of AZT. Biochem Biophys Res Commun. 2001 Nov 9;288(4):954-60.",BE0000530
8027947,"Ojingwa JC, Spahn-Langguth H, Benet LZ: Reversible binding of tolmetin, zomepirac, and their glucuronide conjugates to human serum albumin and plasma. J Pharmacokinet Biopharm. 1994 Feb;22(1):19-40.",BE0000530
9353694,"Borga O, Borga B: Serum protein binding of nonsteroidal antiinflammatory drugs: a comparative study. J Pharmacokinet Biopharm. 1997 Feb;25(1):63-77.",BE0000530
15814459,"Bocedi A, Notaril S, Narciso P, Bolli A, Fasano M, Ascenzi P: Binding of anti-HIV drugs to human serum albumin. IUBMB Life. 2004 Oct;56(10):609-14.",BE0000530
16336266,"Bocedi A, Notari S, Menegatti E, Fanali G, Fasano M, Ascenzi P: Allosteric modulation of anti-HIV drug and ferric heme binding to human serum albumin. FEBS J. 2005 Dec;272(24):6287-96.",BE0000530
16495369,"Balamurugan K, Said HM: Role of reduced folate carrier in intestinal folate uptake. Am J Physiol Cell Physiol. 2006 Jul;291(1):C189-93. doi: 10.1152/ajpcell.00594.2005. Epub 2006 Feb 22.",BE0004711
19164148,"Baneres-Roquet F, Gualtieri M, Villain-Guillot P, Pugniere M, Leonetti JP: Use of a surface plasmon resonance method to investigate antibiotic and plasma protein interactions. Antimicrob Agents Chemother. 2009 Apr;53(4):1528-31. doi: 10.1128/AAC.00971-08. Epub 2009 Jan 21.",BE0000530
19164148,"Baneres-Roquet F, Gualtieri M, Villain-Guillot P, Pugniere M, Leonetti JP: Use of a surface plasmon resonance method to investigate antibiotic and plasma protein interactions. Antimicrob Agents Chemother. 2009 Apr;53(4):1528-31. doi: 10.1128/AAC.00971-08. Epub 2009 Jan 21.",BE0004879
19164148,"Baneres-Roquet F, Gualtieri M, Villain-Guillot P, Pugniere M, Leonetti JP: Use of a surface plasmon resonance method to investigate antibiotic and plasma protein interactions. Antimicrob Agents Chemother. 2009 Apr;53(4):1528-31. doi: 10.1128/AAC.00971-08. Epub 2009 Jan 21.",BE0009144
16773208,"Khalaila I, Bergamo A, Bussy F, Sava G, Dyson PJ: The role of cisplatin and NAMI-A plasma-protein interactions in relation to combination therapy. Int J Oncol. 2006 Jul;29(1):261-8.",BE0000530
16109390,"Hoegberg P, Schmidt CK, Fletcher N, Nilsson CB, Trossvik C, Gerlienke Schuur A, Brouwer A, Nau H, Ghyselinck NB, Chambon P, Hakansson H: Retinoid status and responsiveness to 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) in mice lacking retinoid binding protein or retinoid receptor forms. Chem Biol Interact. 2005 Sep 10;156(1):25-39.",BE0000782
16166294,"Donato LJ, Noy N: Suppression of mammary carcinoma growth by retinoic acid: proapoptotic genes are targets for retinoic acid receptor and cellular retinoic acid-binding protein II signaling. Cancer Res. 2005 Sep 15;65(18):8193-9.",BE0000782
16813970,"Bry K, Lappalainen U: Pathogenesis of bronchopulmonary dysplasia: the role of interleukin 1beta in the regulation of inflammation-mediated pulmonary retinoic acid pathways in transgenic mice. Semin Perinatol. 2006 Jun;30(3):121-8.",BE0000782
17407572,"Wei T, Geiser AG, Qian HR, Su C, Helvering LM, Kulkarini NH, Shou J, N'Cho M, Bryant HU, Onyia JE: DNA microarray data integration by ortholog gene analysis reveals potential molecular mechanisms of estrogen-dependent growth of human uterine fibroids. BMC Womens Health. 2007 Apr 2;7:5.",BE0000782
17667529,"Boorjian SA, Milowsky MI, Kaplan J, Albert M, Cobham MV, Coll DM, Mongan NP, Shelton G, Petrylak D, Gudas LJ, Nanus DM: Phase 1/2 clinical trial of interferon alpha2b and weekly liposome-encapsulated all-trans retinoic acid in patients with advanced renal cell carcinoma. J Immunother. 2007 Sep;30(6):655-62.",BE0000782
16109390,"Hoegberg P, Schmidt CK, Fletcher N, Nilsson CB, Trossvik C, Gerlienke Schuur A, Brouwer A, Nau H, Ghyselinck NB, Chambon P, Hakansson H: Retinoid status and responsiveness to 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) in mice lacking retinoid binding protein or retinoid receptor forms. Chem Biol Interact. 2005 Sep 10;156(1):25-39.",BE0000508
16215318,"Goelden U, Pfoertner S, Hansen W, Toepfer T, von Knobloch R, Hofmann R, Buer J, Schrader AJ: Expression and functional influence of cellular retinoic acid-binding protein II in renal cell carcinoma. Urol Int. 2005;75(3):269-76.",BE0000508
16376305,"Levadoux-Martin M, Li Y, Blackburn A, Chabanon H, Hesketh JE: Perinuclear localisation of cellular retinoic acid binding protein I mRNA. Biochem Biophys Res Commun. 2006 Feb 3;340(1):326-31.",BE0000508
16788631,Jetten AM: Multi-stage program of differentiation in human epidermal keratinocytes: regulation by retinoids. J Invest Dermatol. 1990 Nov;95(5 Suppl):44S-46S.,BE0000508
16813970,"Bry K, Lappalainen U: Pathogenesis of bronchopulmonary dysplasia: the role of interleukin 1beta in the regulation of inflammation-mediated pulmonary retinoic acid pathways in transgenic mice. Semin Perinatol. 2006 Jun;30(3):121-8.",BE0000508
6108517,"Brinkschulte M, Breyer-Pfaff U: The contribution of alpha 1-acid glycoprotein, lipoproteins, and albumin to the plasma binding of perazine, amitriptyline, and nortriptyline in healthy man. Naunyn Schmiedebergs Arch Pharmacol. 1980 Oct;314(1):61-6.",BE0000530
6108517,"Brinkschulte M, Breyer-Pfaff U: The contribution of alpha 1-acid glycoprotein, lipoproteins, and albumin to the plasma binding of perazine, amitriptyline, and nortriptyline in healthy man. Naunyn Schmiedebergs Arch Pharmacol. 1980 Oct;314(1):61-6.",BE0000925
2870173,"Ferry DG, Caplan NB, Cubeddu LX: Interaction between antidepressants and alpha 1-adrenergic receptor antagonists on the binding to alpha 1-acid glycoprotein. J Pharm Sci. 1986 Feb;75(2):146-9.",BE0000925
2870173,"Ferry DG, Caplan NB, Cubeddu LX: Interaction between antidepressants and alpha 1-adrenergic receptor antagonists on the binding to alpha 1-acid glycoprotein. J Pharm Sci. 1986 Feb;75(2):146-9.",BE0000925
15150801,"Sulkowska A, Bojko B, Rownicka J, Sulkowski W: Competition of drugs to serum albumin in combination therapy. Biopolymers. 2004 Jun 15;74(3):256-62.",BE0000530
8573632,"Bertucci C, Ascoli G, Uccello-Barretta G, Di Bari L, Salvadori P: The binding of 5-fluorouracil to native and modified human serum albumin: UV, CD, and 1H and 19F NMR investigation. J Pharm Biomed Anal. 1995 Aug;13(9):1087-93.",BE0000530
9275312,"Bertucci C, Wainer IW: Improved chromatographic performance of a modified human albumin based stationary phase. Chirality. 1997;9(4):335-40.",BE0000530
17628030,"Warnecke A, Fichtner I, Sass G, Kratz F: Synthesis, cleavage profile, and antitumor efficacy of an albumin-binding prodrug of methotrexate that is cleaved by plasmin and cathepsin B. Arch Pharm (Weinheim). 2007 Aug;340(8):389-95.",BE0000530
17205742,"Xie WJ, Feng YP, Cao SL, Zhao YF: [Study of the interaction between methotrexate and bovine serum albumin by spectrometry]. Guang Pu Xue Yu Guang Pu Fen Xi. 2006 Oct;26(10):1876-9.",BE0000530
1031216,"Bratlid D, Bergan T: Displacement of albumin-bound antimicrobial agents by bilirubin. Pharmacology. 1976;14(5):464-72.",BE0000530
2870173,"Ferry DG, Caplan NB, Cubeddu LX: Interaction between antidepressants and alpha 1-adrenergic receptor antagonists on the binding to alpha 1-acid glycoprotein. J Pharm Sci. 1986 Feb;75(2):146-9.",BE0000925
9275312,"Bertucci C, Wainer IW: Improved chromatographic performance of a modified human albumin based stationary phase. Chirality. 1997;9(4):335-40.",BE0000530
