text,parent_key
Absorption is increased when taken on an empty stomach (one hour before or two hours after meals).,DB00417
"Take without regard to meals, but always at the same time and in the same way.",DB00419
Avoid alcohol.,DB00421
Food increases the bioavailability of spironolactone by almost 100%. ,DB00421
Spironolactone may decrease the excretion of potassium. Salt substitutes containing potassium increase the risk of hyperkalemia.,DB00421
Avoid alcohol.,DB00422
Avoid excessive quantities of coffee or tea (Caffeine).,DB00422
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00422
Avoid alcohol.,DB00423
Take without regard to meals.,DB00423
"Take 30 minutes before meals, and at bedtime.",DB00424
Avoid alcohol.,DB00425
Should not be administered with or immediately after a meal.,DB00425
Take without regard to meals.,DB00426
Avoid alcohol.,DB00433
Take with a full glass of water Avoid excessive quantities of coffee or tea (Caffeine).,DB00433
Take with food.,DB00433
Avoid alcohol.,DB00434
Take with food.,DB00434
Take with food to increase bioavailability.,DB00436
Avoid alcohol.,DB00437
Take with a full glass of water.,DB00437
Take with food.,DB00437
Grapefruit and grapefruit juice should be avoided throughout treatment as grapefruit can significantly increase serum levels of this product.,DB00439
Take without regard to meals.,DB00439
"Do not take calcium, aluminium, magnesium or iron supplements within 2 hours of taking this medication.",DB00440
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00440
Take with a full glass of water.,DB00440
Take on an empty stomach.,DB00442
Taking the product with a high-fat meal or a light snack reduces the maximal concentration by 44 to 46% and total exposure by 18 to 20%.,DB00442
Take with food to reduce irritation.,DB00443
Liberal fluid intake to increase urine output and help the excretion of uric acid.,DB00445
Take on an empty stomach.,DB00446
Take on an empty stomach. Food reduces Cmax by 50 to 60%.,DB00447
Avoid alcohol.,DB00448
"Food reduces bioavailabilty, but this has very little clinical impact.",DB00448
Take 30-60 minutes before meals.,DB00448
Absorption increased in fasting state and decreased in malabsorption states.,DB00451
Consistent administration in relation to meals is recommended.,DB00451
No iron or calium carbonate within 4 hours of taking this medication.,DB00451
"Oral administration with infant soybean formula, soybean flour, cotton seed meal, walnuts, foods containing large amounts of fiber, ferrous sulfate, and antacids may decrease drug absorption. ",DB00451
Take 30-60 minutes before breakfast.,DB00451
Take without regard to meals. Avoid alcohol.,DB00454
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00455
Avoid alcohol.,DB00457
Avoid natural licorice.,DB00457
Take without regard to meals.,DB00457
Avoid alcohol.,DB00458
Avoid excessive quantities of coffee or tea (caffeine).,DB00458
Avoid St.John's Wort.,DB00458
Do not take fibers at the same time.,DB00458
Take with food.,DB00458
Avoid alcohol.,DB00461
Take with food for faster absorption.,DB00461
Take with food to reduce GI irritation,DB00465
Take with food to reduce irritation.,DB00468
Avoid alcohol.,DB00470
Take without regard to meals.,DB00470
Take without regard to meals.,DB00471
Avoid alcohol.,DB00472
Take with food to reduce irritation and nausea.,DB00472
Avoid alcohol.,DB00475
Take without regard to meals.,DB00475
"Food does not affect maximum levels reached, but delays it (from 6 to 10 hours) and total product exposure appears to be reduced by only 10%.",DB00476
People taking this product who drink large amounts of alcohol are exposed to a higher risk of liver toxicity.,DB00476
Take without regard to meals.,DB00476
Avoid alcohol.,DB00477
Take with food to reduce irritation.,DB00477
"When given with a fatty meal, the extent of absorption is reduced.",DB00480
Avoid alcohol.,DB00481
Take without regard to meals.,DB00481
Take without regard to meals.,DB00482
"Taking this product with a high-fat meal will delay the Cmax, but total absorption will be increased by 10 to 20%.",DB00482
"Take on an empty stomach, food decreases the availability.",DB00485
Take without regard to meals. Avoid alcohol.,DB00486
Always take at the same time with respect to meals.,DB00490
Avoid alcohol.,DB00490
Avoid taking grapefruit or grapefruit juice throughout treatment.,DB00490
Take with food.,DB00490
"Take with food, at beginning of each meal. Iron needs increased.",DB00491
"Do not take calcium, aluminum, magnesium or iron supplements, or antacids within 2 hours of taking this medication.",DB00492
Fosinopril may decrease the excretion of potassium. Salt substitutes containing potassium may increase the risk of hyperkalemia. ,DB00492
"Herbs that may attenuate the antihypertensive effect of fosinopril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice. ",DB00492
High salt intake may attenuate the antihypertensive effect of fosinopril. ,DB00492
Take without regard to meals.,DB00492
Take without regard to meals.,DB00494
Take without regard to meals.,DB00496
Take without regard to meals. Avoid alcohol.,DB00497
Take without regard to meals.,DB00499
Avoid alcohol.,DB00501
Best effect when taken with food.,DB00501
Limit caffeine intake.,DB00501
"Take with food to reduce irritation, limit caffeine intake. Avoid alcohol.",DB00502
Avoid St.John's Wort.,DB00503
Take with food.,DB00503
Take without regard to meals.,DB00509
Take without regard to meals.,DB00513
Take without regard to meals.,DB00514
"Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use. ",DB00515
"Herbs that may attenuate the antihypertensive effect of trandolapril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice.  ",DB00519
High salt intake may attenuate the antihypertensive effect of trandolapril. ,DB00519
Take without regard to meals.,DB00519
Trandolapril may decrease the excretion of potassium. Salt substitutes containing potassium may increase the risk of hyperkalemia. ,DB00519
Take with food to reduce gastric irritation.,DB00524
Take at least 1 hour before or 2 hours after any food.,DB00530
Take with a glass of water.,DB00530
Drink liberally- 2 to 3 liters/day.,DB00531
Take with food to reduce irritation.,DB00531
Avoid taking antacids at same time (up to 2 hours before or after antibiotic).,DB00535
Avoid taking iron preparations at same time (up to 2 hours before or after antibiotic).,DB00535
Take without regard to meals.,DB00535
Avoid excessive quantities of coffee or tea (Caffeine).,DB00537
"Avoid milk, calcium containing dairy products, iron, magnesium, zinc, antacids, or aluminum salts 2 hours before or 6 hours after using antacids while on this medication.",DB00537
Take with a full glass of water.,DB00537
Take without regard to meals.,DB00537
Avoid alcohol.,DB00540
Avoid excessive quantities of coffee or tea (caffeine).,DB00540
Take with food to reduce irritation.,DB00540
Benazepril may decrease the excretion of potassium. Salt um may increase the risk of hyperkalemia. substitutes containing potassi,DB00542
Food slows absorption without decreasing the quantity absorbed.,DB00542
"Herbs that may attenuate the antihypertensive effect of benazepril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice. ",DB00542
High salt intake may attenuate the antihypertensive effect of benazepril.,DB00542
Take without regard to meals.,DB00542
Avoid alcohol.,DB00543
Take with food to reduce irritation.,DB00543
Vitamin B1 needs increased with long term use.,DB00544
Take with food to decrease adverse effects.,DB00545
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00549
Take at the same time everyday.,DB00550
"Take with food or milk, or in two divided doses 30 minutes apart to decrease nausea.",DB00553
Take with food. Avoid alcohol.,DB00554
Take without regard to meals.,DB00555
Avoid alcohol.,DB00557
Take with food.,DB00557
Take without regard to meals.,DB00559
Milk appears to reduce its absorption.,DB00563
Take without regard to meals. Limit caffeine intake.,DB00563
Avoid alcohol.,DB00564
Avoid taking grapefruit or grapefruit juice throughout treatment.,DB00564
Grapefruit can significantly increase serum levels of this product.,DB00564
"Take with food, increases availability and reduces irritation.",DB00564
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00567
Avoid alcohol.,DB00571
Avoid natural licorice.,DB00571
Take with food.,DB00571
Avoid alcohol.,DB00572
Take with food.,DB00572
Avoid alcohol.,DB00573
Take with food to reduce irritation.,DB00573
Take without regard to meals.,DB00574
Avoid alcohol.,DB00575
Take without regard to meals.,DB00575
Take on an empty stomach.,DB00578
"If product causes GI problems, it can be taken during meals.",DB00579
"May be taken without regard to meals, but preferably 1 hour before a meal.",DB00579
Take without regard to meals. Drink liberally.,DB00581
Enalapril decreases the excretion of potassium. Salt substitutes containing potassium increase the risk of hyperkalemia. ,DB00584
"Herbs that may attenuate the antihypertensive effect of enalapril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice.  ",DB00584
High salt intake may attenuate the antihypertensive effect of enalapril.,DB00584
Take without regard to meals.,DB00584
Avoid alcohol.,DB00585
Avoid excessive quantities of coffee or tea (Caffeine).,DB00585
Do not take Aluminum or magnesium antacids or supplements while on this medication.,DB00585
May take Vitamin D.,DB00585
"No iron, zinc or fluoride within 2 hours of taking this medication.",DB00585
Take without regard to meals.,DB00585
Avoid alcohol.,DB00586
Take with food to reduce irritation.,DB00586
Avoid alcohol.,DB00590
Avoid natural licorice.,DB00590
Take without regard to meals.,DB00590
Take without regard to meals.,DB00592
Avoid alcohol.,DB00593
Take with food.,DB00593
Avoid drastic changes in dietary habit.,DB00594
Avoid natural licorice.,DB00594
Avoid salt substitutes containing potassium.,DB00594
Take with food to reduce irritation.,DB00594
Take without regard to meals.,DB00598
Take without regard to meals.,DB00601
"When administered with a high fat meal, the bioavailability is increased 2.5 times.",DB00602
Take with food.,DB00603
"Grapefruit and grapefruit juice should be avoided throughout treatment, grapefruit can significantly increase serum levels of this product.",DB00604
"Increases absorption, take 30 minutes before a meal.",DB00604
Take with food to reduce irritation and increase bioavailability.,DB00608
Avoid alcohol.,DB00611
Take without regard to meals.,DB00612
High-fat meals slow the rate of absorption.,DB00615
Take with food to reduce irritation.,DB00615
Avoid milk and multivalent ions.,DB00618
Take on an empty stomach.,DB00618
"Take with food to reduce the incidence of gastric irritation. Follow with a large glass of water. A lipid rich meal will slightly reduce and delay absorption. Avoid grapefruit and grapefruit juice throughout treatment, grapefruit can significantly increase serum levels of this product.",DB00619
Grapefruit and grapefruit juice should be avoided throughout treatment. Grapefruit can increase serum levels of this product.,DB00622
Take without regard to meals.,DB00622
Avoid alcohol.,DB00623
Take with food to reduce irritation.,DB00623
Avoid excessive or chronic alcohol consumption.,DB00625
Take without regard to meals.,DB00625
Avoid alcohol.,DB00627
Take with food.,DB00627
Avoid alcohol.,DB00628
Take without regard to meals.,DB00628
Take 30-60 minutes before breakfast.,DB00630
Take with a full glass of water.,DB00630
"Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use. ",DB00631
Avoid alcohol.,DB00635
Avoid taking with grapefruit juice.,DB00635
Take with food to reduce irritation.,DB00635
"When Rayos, the delayed-release tablet, is taken without food, Cmax and bioavailability were lower compared to the fed state. ",DB00635
"Take with food, since it may reduce gastric irritation.",DB00636
"Take on an empty stomach, food decreases absorption by 60%.",DB00637
Avoid caffeine containing foods and drinks.,DB00640
Avoid alcohol.,DB00641
Avoid drastic changes in dietary habit.,DB00641
Avoid taking with grapefruit juice.,DB00641
Lipid rich meals may improve absorption.,DB00643
Take with food.,DB00643
Take without regard to meals.,DB00646
Take without regard to meals. Avoid alcohol.,DB00647
Take without regard to meals.,DB00648
Take without regard to meals. Avoid alcohol.,DB00652
Avoid alcohol.,DB00656
Food decreases the rate and extent of absorption. ,DB00656
Take without regard to meals.,DB00659
Taking the product with food reduces its C<sub>max</sub> by 42% and total drug exposure by 23% (not considered significant).,DB00659
Avoid alcohol.,DB00661
Avoid excessive quantities of coffee or tea (Caffeine).,DB00661
Avoid natural licorice.,DB00661
Avoid taking with grapefruit juice.,DB00661
Take with food.,DB00661
Avoid alcohol.,DB00665
Take before breakfast.,DB00665
Take 30 minutes before breakfast and at bedtime.,DB00670
"Preferably on an empty stomach, rate of absorption is decreased but extenet of absorption remains the same: not really problematic.",DB00671
Avoid alcohol.,DB00672
Food reduces the rate of absorption.,DB00672
Take 30 minutes before meal.,DB00672
Take without regard to meals.,DB00673
Take with food.,DB00674
"Take without regard to meals. Take at same time each day. Food delays absorption, but does not affect the extent of absorption.",DB00678
Avoid alcohol.,DB00682
Avoid drastic changes in dietary habit.,DB00682
Avoid St. John's Wort.,DB00682
Consult your doctor before ingesting large amounts of dietary Vitamin K (e.g. from green leafy vegetables).,DB00682
"Limit garlic, ginger, gingko, and horse chestnut.",DB00682
Grapefruit juice slows the product's absorption and significantly increases its bioavailability.,DB00683
"Take on an empty stomach, 1 hour before or 2 hours after meals.",DB00686
Avoid excess salt/sodium unless otherwise instructed by your physician.,DB00687
Take with food to reduce irritation.,DB00687
"Do not take calcium, aluminium, magnesium or iron supplements within 2 hours of taking this medication.",DB00688
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00688
Avoid alcohol.,DB00690
Take without regard to meals.,DB00690
"Herbs that may attenuate the antihypertensive effect of moexipril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice. ",DB00691
High salt intake may attenuate the antihypertensive effect of moexipril.  ,DB00691
Moexipril may decrease the excretion of potassium. Salt substitutes containing potassium may increase the risk of hyperkalemia. ,DB00691
Take moexipril one hour before or two hours after meals. ,DB00691
Avoid alcohol.,DB00695
Avoid excess salt/sodium unless otherwise instructed by your physician.,DB00695
Increase potassium intake; add a banana or orange juice; unless instructed otherwise.,DB00695
Take with food to reduce irritation.,DB00695
Caffeine increases absorption.,DB00696
Take without regard to meals.,DB00696
Do not take magnesium at the same time.,DB00698
Take with food since it increases bioavailability and reduces irritation.,DB00698
"Avoid alcohol, especially with the oral solution since it contains propylene glycol which competes with alcohol for alcohol dehydrogenase metabolism.",DB00701
"Take with or without food, however avoid lipid-rich meals.",DB00701
Vitamin E increases amprenavir bioavailability.,DB00701
"Take with food, more than 6 hours before bedtime increase liquid intake.",DB00703
Take without regard to meals.,DB00704
Take without regard to meals.,DB00705
Take 30 minutes after a meal (always after the same meal). Taking the drug with food minimizes plasma levels variations.,DB00706
"Take without regard to meals. Food does not decrease the extent of absorption, but it decreases the Cmax by slowing the rate of absorption.",DB00709
Take on an empty stomach. All foods markedly reduce (up to 90%) ibandronate bioavailabilty. Take with plain water (not mineralized) at least 1 hour before any food. Bioavailability and effect on bone density are both impaired if the patient eats or drinks in less than 1 hour after taking this product. Drink a large glass of water and stay in an upright position for at least 60 minutes after taking this product.,DB00710
Avoid alcohol.,DB00712
Take with food to reduce gastric irritation.,DB00712
Take without regard to meals. Avoid alcohol.,DB00715
Take without regard to meals.,DB00717
Take without regard to meals.,DB00718
Avoid alcohol.,DB00719
Take with food to reduce irritation.,DB00719
Food decreases absorption. Take on an empty stomach.,DB00720
"Herbs that may attenuate the antihypertensive effect of lisinopril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice. ",DB00722
High salt intake may attenuate the antihypertensive effect of lisinopril.,DB00722
Lisinopril decreases the excretion of potassium. Salt substitutes containing potassium increase the risk of hyperkalemia. ,DB00722
Take without regard to meals.,DB00722
Avoid alcohol.,DB00727
Dissolve under the tongue.,DB00727
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00727
Take upto 30 minutes before meals.,DB00731
Take without regard to meals.,DB00736
Take with food to reduce irritation. Avoid alcohol.,DB00737
Take on an empty stomach 1 hour before or 2 hours after meals.,DB00740
"Take with food to reduce irritation. Calcium, phosphorous, potassium, Vitamin A, C, D and zinc needs increased with long term use.",DB00741
Take without regard to meals.,DB00745
Avoid alcohol.,DB00749
Food increases the peak plasma concentration of extended-release tablets with no effect on extent of absorption.,DB00749
Food increases the time to peak concentration of regular release oral formulations by 1.4 to 3.8 hours with no effect on extent of absorption. ,DB00749
Take with food to reduce gastric irritation.,DB00749
"Avoid aged foods (chesse, red wine), pickled foods, cured foods (bacon/ham), chocolate, fava beans, beer, unless approved by your physician.",DB00752
Avoid alcohol.,DB00752
Avoid excessive quantities of coffee or tea (caffeine).,DB00752
Avoid St. John's Wort.,DB00752
Take without regard to meals.,DB00757
"Avoid milk, calcium containing dairy products, iron, antacids, or aluminium salts 2 hours before or 6 hours after using antacids while on this medication.",DB00759
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00759
Take with a full glass of water.,DB00759
Take with a full glass of water Take after a full meal.,DB00761
"Always take at the same moment in regard to meals, food may affect absorption unpredictably.",DB00763
Grapefruit and grapefruit juice should be avoided throughout treatment as grapefruit can decrease serum levels of this product.,DB00773
Take without regard to meals. Avoid alcohol.,DB00776
