title,url,parent_key
Ticlopidine Hydrochloride - Drug Summary - PDR,http://www.pdr.net/drug-summary/Ticlopidine-Hydrochloride-ticlopidine-hydrochloride-3029,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003549
Ticlopidine Hydrochloride - Drug Summary - PDR,http://www.pdr.net/drug-summary/Ticlopidine-Hydrochloride-ticlopidine-hydrochloride-3029,BE0003549
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002887
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0002362
Interactions,https://hivclinic.ca/archive/main/drugs_interact_files/anticonvulsant-int.pdf,BE0003541
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
TABLETS MEVACOR® (LOVASTATIN) FDA LABEL,https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/019643s085lbl.pdf,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003533
The P450 Program,http://mhc.com/Cytochromes/,BE0003536
Indiana University - Department of Medicine Clinical Pharmacology,http://medicine.iupui.edu/clinpharm/ddis/main-table,BE0002638
Lexicomp database,http://www.wolterskluwercdi.com/,BE0002638
Nevirapine,https://aidsinfo.nih.gov/drugs/116/nevirapine/17/professional,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Cytochrome P450 2C19 by Straight Healthcare,https://www.straighthealthcare.com/cytochrome-p450-2c19.html,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003549
Interactions,https://hivclinic.ca/archive/main/drugs_interact_files/anticonvulsant-int.pdf,BE0003541
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Get to Know an Enzyme: CYP3A4 Substrates,https://www.pharmacytimes.com/publications/issue/2008/2008-09/2008-09-8687,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003533
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Tenofovir Disoproxil Fumarate,https://aidsinfo.nih.gov/drugs/290/tenofovir-disoproxil-fumarate/26/professional,BE0002433
Link,http://www.pharmgkb.org/pathway/PA155028030,BE0004477
Link,http://www.pharmgkb.org/pathway/PA155028030,BE0004780
Link,http://www.pharmgkb.org/pathway/PA155028030,BE0003106
Link,http://www.pharmgkb.org/pathway/PA155028030,BE0003281
CYP2A6 cytochrome P450 family 2 subfamily A member 6 [ Homo sapiens (human) ],https://www.ncbi.nlm.nih.gov/gene/1548,BE0003336
Interactions,https://hivclinic.ca/archive/main/drugs_interact_files/anticonvulsant-int.pdf,BE0003541
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003533
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Link,https://www.pharmgkb.org/pathway/PA152325160,BE0003543
Link,https://www.pharmgkb.org/pathway/PA152325160,BE0002793
Link,https://www.pharmgkb.org/pathway/PA152325160,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Website,http://www.ihop-net.org/UniPub/iHOP/,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003549
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions & Labeling - FDA,https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table3-2,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions & Labeling - FDA,https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table3-2,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions & Labeling - FDA,https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table3-2,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003533
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
"Drug Development and Drug Interactions: Table of Substrates, Inhibitors and Inducers",https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table2-2,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003549
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002887
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002887
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002887
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions & Labeling - FDA,https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table3-2,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002887
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002793
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003536
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions & Labeling - FDA,https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table3-2,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions & Labeling - FDA,https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table3-2,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions & Labeling - FDA,https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table3-2,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002433
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Drug Interactions & Labeling - FDA,https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/DrugInteractionsLabeling/ucm093664.htm#table3-2,BE0002638
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0002638
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0002362
Flockhart Table - Indiana University,http://medicine.iupui.edu/clinpharm/ddis/clinical-table/,BE0003612
Interactions,https://hivclinic.ca/archive/main/drugs_interact_files/anticonvulsant-int.pdf,BE0003541
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002363
Source,http://www.currentseparations.com/issues/20-3/20-3d.pdf,BE0002363
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002638
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0002362
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
Link,https://www.pharmgkb.org/pathway/PA150642262,BE0002390
Link,https://www.pharmgkb.org/pathway/PA150642262,BE0001184
Link,https://www.pharmgkb.org/pathway/PA150642262#,BE0000818
Link,https://www.pharmgkb.org/pathway/PA150642262#,BE0004778
Link,https://www.pharmgkb.org/pathway/PA150642262#,BE0004779
Link,https://www.pharmgkb.org/pathway/PA150642262#,BE0001075
Link,https://www.pharmgkb.org/pathway/PA150642262#,BE0002390
Link,https://www.pharmgkb.org/pathway/PA150642262#,BE0000814
Link,https://www.pharmgkb.org/pathway/PA150642262#,BE0000807
Link,https://www.pharmgkb.org/pathway/PA150642262#,BE0001184
Drug Interactions: Cytochrome P450 Drug Interaction Table,http://medicine.iupui.edu/clinpharm/ddis/table.asp,BE0003612
