title,url,parent_key
Patent: Methods related to adalimumab,https://patents.google.com/patent/US20150158943,DB00051
FDA Press Announcements: FDA approves Mylotarg for treatment of acute myeloid leukemia,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm574507.htm?source=govdelivery&utm_medium=email&utm_source=govdelivery,DB00056
Link,http://search.ebscohost.com/login.aspx?direct=true&site=DynaMed&id=233015,DB00059
BLA APPROVAL,https://www.fda.gov/downloads/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/UCM611260.pdf,DB00062
ALBUMIN (HUMAN)- albumin human solution DailyMed,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddaae99-05e1-e05c-e63c-0c58965d157d,DB00062
PDR-Human Albumin,http://www.pdr.net/drug-summary/Human-Albumin-Grifols-25--albumin--human--1765,DB00062
Alburx,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad74b7f5-b380-47ab-b19d-eef92c8eb7a4,DB00062
Human Albumin,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=90f0c351-3977-2b84-0a6a-e9cb091430ca,DB00062
Plasbumin,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ead60f3e-9dcc-7afe-2220-4f2381f3c140,DB00062
Link,http://web.b.ebscohost.com/dynamed/detail?vid=15&sid=c9ea9657-342a-4b9b-a3bb-bf363d5d58c4%40sessionmgr112&hid=110&bdata=JnNpdGU9ZHluYW1lZC1saXZlJnNjb3BlPXNpdGU%3d#db=dme&AN=232803&anchor=Mechanism-of-Action-Pharmacokinetics,DB00065
Link,http://www.google.co.in/patents/US8524217,DB00065
"FDA Label: INFLECTRA (infliximab-dyyb) for Injection, for Intravenous Use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125544s000lbl.pdf,DB00065
"FDA Label: IXIFI (infliximab-qbtx) for injection, for Intravenous Use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761072s000lbl.pdf,DB00065
Link,http://www.kegg.jp/entry/D00746,DB00068
Link,http://www.google.com/patents/EP0422697A1?cl=en,DB00069
US Patent US6870034B2 (includes Trastuzumab heavy chain sequence),https://patents.google.com/patent/US6870034,DB00072
Link,http://www.google.com/patents/EP2231183A2?cl=en,DB00073
Link,http://planetorbitrap.com/data/uploads/528fce2e395be.pdf,DB00073
Link,http://web.b.ebscohost.com/dynamed/detail?vid=6&sid=48a6db20-234e-4280-b18e-dcd0e2fed388%40sessionmgr198&hid=102&bdata=JnNpdGU9ZHluYW1lZC1saXZlJnNjb3BlPXNpdGU%3d#db=dme&AN=232878,DB00078
Link,http://www.google.com/patents/WO2002059322A2?cl=en,DB00080
Creon monograph,http://www.rxabbvie.com/pdf/creon_PI.pdf,DB00085
FDA approval,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022523_pancreaze_toc.cfm,DB00085
FDA reports,https://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/DevelopmentResources/UCM308286.pdf,DB00085
CENTER FOR DRUG EVALUATION AND RESEARCH- 20755,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/020725s000PharmR.pdf,DB00085
EMA reports,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Public_assessment_report/human/002070/WC500210680.pdf,DB00085
Link,http://www.google.com/patents/WO2013006706A1?cl=en,DB00089
Link,http://www.google.ca/patents/US4741900,DB00089
Link,http://www.google.com/patents/US5162504,DB00089
Link,http://www.patentgenius.com/patent/6927208.html,DB00091
Link,http://web.b.ebscohost.com.login.ezproxy.library.ualberta.ca/dynamed/detail?vid=9&sid=78010ea4-6f9c-4d5a-a7df-a148b3891321%40sessionmgr110&hid=123&bdata=JnNpdGU9ZHluYW1lZC1saXZlJnNjb3BlPXNpdGU%3d#db=dme&AN=232900,DB00092
Link,http://online.lexi.com.login.ezproxy.library.ualberta.ca/lco/action/doc/retrieve/docid/patch_f/797#f_pharmacology-and-pharmacokinetics,DB00094
Link,http://web.b.ebscohost.com.login.ezproxy.library.ualberta.ca/dynamed/detail?vid=7&sid=78010ea4-6f9c-4d5a-a7df-a148b3891321%40sessionmgr110&hid=123&bdata=JnNpdGU9ZHluYW1lZC1saXZlJnNjb3BlPXNpdGU%3d#db=dme&AN=356335,DB00098
Link,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Scientific_Discussion/human/000212/WC500050140.pdf,DB00102
Link,http://online.lexi.com.login.ezproxy.library.ualberta.ca/lco/action/doc/retrieve/docid/patch_f/6420#f_pharmacology-and-pharmacokinetics,DB00102
Link,http://search.ebscohost.com/login.aspx?direct=true&site=DynaMed&id=233015,DB00107
U.S. Food & Drug Administration: FDA working with manufacturers to withdraw Zinbryta from the market in the United States,https://www.fda.gov/Drugs/DrugSafety/ucm600999.htm,DB00111
"European Medicines Agency: Public state on Zenapax (daclizumab), Withdrawal of the marketing authorization in the European Union",http://www.ema.europa.eu/docs/en_GB/document_library/Public_statement/2009/11/WC500011995.pdf,DB00111
U.S. FDA Zinbryta (daclizumab)  Prescribing Information,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/761029s000lbl.pdf,DB00111
Link,http://search.ebscohost.com/login.aspx?direct=true&site=DynaMed&id=233015,DB00112
Link,http://www.google.ca/patents/US8420081,DB00113
Link,http://www.google.ca/patents/US7790142,DB00113
Link,http://www.google.ca/patents/US8226949,DB00113
Cyanocobalamin,http://www.hmdb.ca/metabolites/HMDB00607,DB00115
Vitamin B12,https://ods.od.nih.gov/factsheets/VitaminB12-Consumer/,DB00115
Vitamin B 12 Health Professional Fact Sheet,https://ods.od.nih.gov/factsheets/VitaminB12-HealthProfessional/,DB00115
"Dietary Reference Intakes for Thiamin, Riboflavin, Niacin, Vitamin B6, Folate, Vitamin B12, Pantothenic Acid, Biotin, and Choline",https://www.ncbi.nlm.nih.gov/pubmed/23193625,DB00115
Tissue distribution of oral vitamin B12 is influenced by B12 status and B12 form: an experimental study in rats,https://link.springer.com/article/10.1007/s00394-017-1424-0,DB00115
Methylcobalamin Injection,https://www.empowerpharmacy.com/drugs/methylcobalamin-vitamin-b12-injection.html,DB00115
Cobalamin coenzyme forms are not likely to be superior to cyano- and hydroxyl-cobalamin in prevention or treatment of cobalamin deficiency,https://onlinelibrary.wiley.com/doi/pdf/10.1002/mnfr.201500019,DB00115
Vitamin B12 Transporters,https://link.springer.com/chapter/10.1007/0-306-46812-3_17,DB00115
Vitamin B12 transport proteins: crystallographic analysis of beta-axial ligand substitutions in cobalamin bound to transcobalamin,https://www.deepdyve.com/lp/wiley/vitamin-b12-transport-proteins-crystallographic-analysis-of-axial-v3o3CECevc?articleList=%2Fsearch%3Fquery%3DVitamin%2BB12%2BTransporters,DB00115
cyanocobalamin (vitamin B12),https://www.glowm.com/resources/glowm/cd/pages/drugs/c089.html,DB00115
human ref: Vitamin B12 (cyanocobalamin) metabolism,http://metafishnet.appspot.com/humanpathway/204,DB00115
Methylcobalamin vs cyanocobalamin,https://thetastyorange.wordpress.com/2013/04/02/methylcobalamin-versus-cyanocobalamin/,DB00115
Teratogenic mechanisms for medical drugs,https://academic.oup.com/humupd/article/16/4/378/798049,DB00115
Endari Approval Article,https://www.drugs.com/newdrugs/fda-approves-endari-l-glutamine-oral-powder-sickle-cell-4555.html?utm_source=ddc&utm_medium=email&utm_campaign=Today%27s+news+summary+-+July+8%2C+2017&utm_content=FDA+Approves+Endari+%28L-glutamine+oral+powder%29+for+Sickle+Cell+Disease,DB00130
HSDB: Creatine,https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@DOCNO+7336,DB00148
Link,http://lpi.oregonstate.edu/infocenter/vitamins/vitaminE/,DB00163
MSDS  citalopram,https://www.spectrumchemical.com/MSDS/C2408ANSI-C2408AGHS.pdf,DB00215
Link,http://www.minrad.com/clin/s347.html,DB00228
Pfizer,http://www.pfizer.com/news/press-release/press-release-detail/u_s_fda_approves_lyrica_cr_pregabalin_extended_release_tablets_cv,DB00230
Link,http://en.wikipedia.org/wiki/Mesalamine,DB00244
Link,https://www.pharmgkb.org/pathway/PA145011115,DB00252
Link,http://www.bccancer.bc.ca/HPI/DrugDatabase/DrugIndexPro/Amsacrine.htm,DB00276
Link,http://www.emedicine.com/ent/topic20.htm,DB00297
Link,http://newdruginformation.com/Trest.htm,DB00340
Vinorelbine Tartrate,https://www.pfizer.ca/sites/g/files/g10037206/f/201710/VINORELBINE_TARTRATE_FOR_INJECTION_PM.pdf,DB00361
"Vinorelbine, Ontario Cancer Care",https://www.cancercareontario.ca/en/system/.../vinorelbine.pdf,DB00361
Predictors of Vinorelbine Pharmacokinetics and Pharmacodynamics in Patients With Cancer,http://ascopubs.org/doi/abs/10.1200/jco.2005.02.1295,DB00361
"Vinorelbine injection, Daily Med",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06eeaab8-a00d-4b41-b46b-40163f09ecb8,DB00361
Metabolism pathway of vinorelbine (Navelbine®) in human: Characterisation of the metabolites by HPLC–MS/MS,https://www.sciencedirect.com/science/article/abs/pii/S0731708507007625,DB00361
Vinca Alkaloid Pharmacokinetics,https://www.pharmgkb.org/pathway/PA150981002,DB00361
"Vinorelbine, a clinical review",https://www.nature.com/articles/6691203.pdf?origin=ppub,DB00361
Vinorelbine FDA pharmacology review,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-388S008_Navelbine_biopharmr.pdf,DB00361
Drug Approval Package,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-388s008_Navelbine.cfm,DB00361
"Navelbine, PDR",http://www.pdr.net/drug-summary/Navelbine-vinorelbine-tartrate-2360,DB00361
Link,http://www.inchem.org/documents/pims/pharm/timolol.htm,DB00373
Link,http://www.patient.co.uk/showdoc/30003042/,DB00378
Link,http://www.bccancer.bc.ca/HPI/DrugDatabase/DrugIndexPro/Streptozocin.htm,DB00428
Link,http://www.bccancer.bc.ca/HPI/DrugDatabase/DrugIndexPro/Gemcitabine.htm,DB00441
Link,http://www.sigmaaldrich.com/catalog/search/ProductDetail/SIGMA/P7791,DB00457
AACAP: Practice Parameter for the Assessment and Treatment of Children and Adolescents With Attention-Deficit/ Hyperactivity Disorder,http://www.aacap.org/App_Themes/AACAP/docs/practice_parameters/jaacap_adhd_2007.pdf,DB00458
APA: Practice Guideline for the Treatment of Patients with Panic Disorder,https://psychiatryonline.org/pb/assets/raw/sitewide/practice_guidelines/guidelines/panicdisorder.pdf,DB00458
APA: Practice Guideline for the Treatment of Patients with Schizophrenia Second Edition,https://psychiatryonline.org/pb/assets/raw/sitewide/practice_guidelines/guidelines/schizophrenia.pdf,DB00458
APA: Practice Guideline for the Treatment of Patients with Bipolar Disorder Second Edition,https://psychiatryonline.org/pb/assets/raw/sitewide/practice_guidelines/guidelines/bipolar.pdf,DB00458
APA: Practice Guideline for the Treatment of Patients with Acute Stress Disorder and Posttraumatic Stress Disorder,https://psychiatryonline.org/pb/assets/raw/sitewide/practice_guidelines/guidelines/acutestressdisorderptsd.pdf,DB00458
TOXNET: Imipramine,http://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@DOCNO+3100,DB00458
Link,http://yosemite.epa.gov/oswer/CeppoEHS.nsf/Profiles/124-87-8?OpenDocument,DB00466
"FDA drug safety, June 28 2018",https://www.fda.gov/Drugs/DrugSafety/ucm611959.htm,DB00482
Medscape drug reference,https://www.medscape.com/viewarticle/895722,DB00482
Pfizer Medical Information,https://www.pfizermedicalinformation.ca/en-ca/celebrex/action-and-clinical-pharmacology,DB00482
Link,http://www.patient.co.uk/showdoc/30002156/,DB00498
Link,http://www.bccancer.bc.ca/HPI/DrugDatabase/DrugIndexPro/Flutamide.htm,DB00499
Haloperidol,https://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0000855/,DB00502
Haloperidol PubMed Health,https://www.ncbi.nlm.nih.gov/pubmedhealth/PMH0071892/,DB00502
Haloperidol PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/haloperidol,DB00502
"Epocrates, Haloperidol",https://online.epocrates.com/u/107220/haloperidol/Pharmacology,DB00502
Treatment mechanisms: traditional and new antipsychotic drugs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3181604/,DB00502
Haloperidol PDR,http://www.pdr.net/drug-summary/Haldol-haloperidol-942,DB00502
"Schizophrenia: More dopamine, more D2 receptors",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC33999/,DB00502
Clinical pharmacology of atypical antipsychotics: an update,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4464358/,DB00502
"Mechanism of Action of Antipsychotics, Haloperidol and Olanzapine in vitro",https://vtechworks.lib.vt.edu/handle/10919/31133,DB00502
Haloperidol Overview,https://www.sciencedirect.com/topics/neuroscience/haloperidol,DB00502
"Haloperidol, Mental Retardation and Extrapyramidal Symptoms",http://www.casereports.in/articles/4/2/Haloperidol-Mental-Retardation-Extrapyramidal-Symptoms.html,DB00502
"Haloperidol, revised",http://www.acutetox.eu/pdf_human_short/62-Haloperidol%20revised.pdf,DB00502
Haldol Decanoate,https://www.medicines.org.uk/emc/product/968,DB00502
"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view,DB00503
"Nitazoxanide, Pub Chemistry",https://pubchem.ncbi.nlm.nih.gov/compound/nitazoxanide#section=Top,DB00507
EPA Chemistry Dashboard: Nitazoxanide,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5033757,DB00507
Nitazoxanide: A New Thiazolide Antiparasitic Agent,https://academic.oup.com/cid/article/40/8/1173/320667,DB00507
"Validated and optimized high-performance liquid chromatographic determination of tizoxanide, the main active metabolite of nitazoxanide in human urine, plasma and breast milk.",https://watermark.silverchair.com/bms041.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAa8wggGrBgkqhkiG9w0BBwagggGcMIIBmAIBADCCAZEGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM-kpbjlKq5U2lFyDhAgEQgIIBYtw6PzXSgZ5bAcaADgK2chDdauq8S51YHhYRw2Y7CIqmEeNFeLDH-rPr1iU638KpXjSSSF4fxBrEqou8j3cmjinfNQE6HzzUfT1TW-mw2FG6HRriDDfPiAtqmYjqfHnj1uoWLgg9akVMmPkY9wzidxGUnBnkVUSeRFt2OCyUmPnB4jgKL-rn-0xMBo-jQtYEFjbZQe4yDLXsCVGzj_gOvGh6p_jYdqHBmqiSC77yOgylIcZ_OGn_RkHOnUNM66W0MIjnQb4mWYa_hRTYffMU2OX2oYVkrmOUkkDEmxeF2J3mL-xz3SKmGZ0JtwyBc_bkblRXVNt8ci9BESlTsIvnQlFY6ZP0eF21RF3IRwxZp4T5D6yZOUR9o9FLP51YoOiXvzNra-NL7gonkbC0zM32XUNXL8d2d6IB0gcGl81HVTjSjNJJ-HJKM4eI-ZUNNFu4vIVwlNA7WetsoU8aZsrzZ6w4zg,DB00507
"Pharmacology review, Nitazoxanide",https://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-497_Alinia_Pharmr_P1.pdf,DB00507
CutisPharma Announces FDA Approval of Firvanq (vancomycin) for Treatment of Clostridium Difficile Associated Diarrhea and Staphylococcus Aureus Colitis,https://www.drugs.com/newdrugs/cutispharma-announces-fda-approval-firvanq-vancomycin-clostridium-difficile-associated-diarrhea-4687.html?utm_source=ddc&utm_medium=email&utm_campaign=Today%27s+news+summary+-+January+30%2C+2018&utm_content=CutisPharma+Announces+FDA+Approval+of+Firvanq+%28vancomycin%29+for+Treatment+of+Clostridium+Difficile+Associated+Diarrhea+and+Staphylococcus+Aureus+Colitis,DB00512
Wikipedia Page on Vancomycin,https://en.wikipedia.org/wiki/Vancomycin,DB00512
Nortriptyline Summary of Product Characteristics,https://www.hpra.ie/img/uploaded/swedocuments/LicenseSPC_PA1887-005-002_09092016171046.pdf,DB00540
Link,http://www.medicinenet.com/acetohydroxamic_acid-oral/article.htm,DB00551
GlaxoSmithKline: NIMBEX injection product information,http://www.gsk.com.au/resources.ashx/prescriptionmedicinesproductschilddataproinfo/78/FileName/3B9D6BE9E90F11117038850DBCAFE2A1/PI_Nimbex.pdf,DB00565
Link,http://www.sigmaaldrich.com/catalog/search/ProductDetail/SIGMA/D6899,DB00586
Link,http://en.wikipedia.org/wiki/Mebendazole,DB00643
FDA data,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/Darvocet-N_July2009.pdf,DB00647
Drug Information,http://www.rxlist.com/darvon-drug.htm,DB00647
Drugs.com,https://www.drugs.com/propoxyphene.html,DB00647
Link,http://www.inchem.org/documents/pims/pharm/pim640.htm,DB00690
Clinical Trial NCT00299897,https://www.clinicaltrials.gov/ct2/show/NCT00299897,DB00721
Atypicality of antipsychotics: A concept re-examined and re-defined,https://www.researchgate.net/publication/24005224_The_%27atypicality%27_of_antipsychotics_A_concept_re-examined_and_re-defined,DB00734
Risperidone in the Treatment of Schizophrenia,https://www.researchgate.net/publication/15685471_Marder_SR_Meibach_RC_Risperidone_in_the_treatment_of_schizophrenia_Am_J_Psychiatry_151_825-835,DB00734
Pharmacokinetics of Risperidone: Clinical Summary,https://psychopharmacologyinstitute.com/antipsychotics/risperidone/pharmacokinetics-risperidone/,DB00734
Link,http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203185.html,DB00746
Link,http://en.wikipedia.org/wiki/Tetracycline,DB00759
Link,http://home.intekom.com/pharm/hmr/rulide.html,DB00778
Nardil monograph,https://davisplus.fadavis.com/3976/meddeck/pdf/phenelzine.pdf,DB00780
New Zealand report,http://www.medsafe.govt.nz/profs/Datasheet/n/nardiltab.pdf,DB00780
Thiazide Diruetics in Hypertension- European Journal of Cardiology,https://www.escardio.org/Journals/E-Journal-of-Cardiology-Practice/Volume-8/Thiazide-diuretics-in-hypertension,DB00808
Significant Drug–Drug Interactions with Antineoplastics,https://www.ebi.ac.uk/chembl/target/inspect/CHEMBL1876,DB00808
REBETRON (ribavirin+interferon alfa-2b) Combination therapy product information,https://s3-us-west-2.amazonaws.com/drugbank/fda_labels/DB00811.pdf?1265922802,DB00811
"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view,DB00811
Link,http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500541.html,DB00911
Link,http://www.cancer.gov/Templates/drugdictionary.aspx?CdrID=355795,DB00965
Link,http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202173.html,DB00979
InChem Data Sheet,http://www.inchem.org/documents/pims/pharm/pim909.htm,DB00984
Significant Drug–Drug Interactions with Antineoplastics,https://www.ebi.ac.uk/chembl/target/inspect/CHEMBL1876,DB00999
Link,http://en.wikipedia.org/wiki/Minocycline,DB01017
Link,http://newdruginformation.com/Hydroxystilbamidine_Isethionate.htm,DB01040
Link,http://pharmgkb.org/pathway/PA166104634#,DB01048
FDA approval,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009087,DB01049
FDA approval,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&applno=081113,DB01049
Dailymed,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cf973160-d467-4192-a432-04c8c2140369,DB01049
Kegg,http://www.genome.jp/dbget-bin/www_bget?dr:D02268,DB01049
EMA Label: Zoloft; INN: sertraline,http://www.ema.europa.eu/docs/en_GB/document_library/Referrals_document/Zoloft_30/WC500007023.pdf,DB01104
MSDS,http://msds.orica.com/pdf/shess-en-cds-010-000000033835.pdf,DB01114
"ZONALON® (doxepin hydrochloride) CREAM, 5%",https://s3-us-west-2.amazonaws.com/drugbank/fda_labels/DB01142.pdf?1265922807,DB01142
FDA Label: SilenorTM (doxepin) tablets for oral administration,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022036lbl.pdf,DB01142
Monamine Oxidase Inhibitors,https://books.google.ca/books?id=iUi5ErxyhVYC&pg=PA191&lpg=PA191&dq=moclobemide+clearance&source=bl&ots=9-XcLmfB1Y&sig=jKPdSO_2hzyh2adnG3Ap73GqEZQ&hl=en&sa=X&ved=0ahUKEwiPxOSHgrXZAhUY5WMKHeVgCk44ChDoAQgoMAA#v=onepage&q=moclobemide%20clearance&f=false,DB01171
Citalopram ,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8022826,DB01171
Link,http://www.medscape.com/viewarticle/441915_3,DB01183
Ketamine ,http://ketamine.com/history-of-ketamine/,DB01221
Ketamine monograph,https://www.sandoz.ca/sites/www.sandoz.ca/files/Ketamine_HCl_PMe_20150506.pdf,DB01221
Time magazine,http://time.com/4876098/new-hope-for-depression/,DB01221
Link,http://www.medicinenet.com/diphenidol_hcl-oral/article.htm,DB01231
Validus pharma news,http://validuspharma.com/blog/marplan-acquisition/,DB01247
National Institute of Mental Health,https://www.nimh.nih.gov/health/topics/depression/index.shtml,DB01247
Link,http://www.centerwatch.com/patient/drugs/dru946.html,DB01256
Link,http://www.medilexicon.com/drugs/prezista.php,DB01264
ILO: Lithium,http://www.ilo.org/dyn/icsc/showcard.display?p_card_id=0710,DB01356
Link,http://www.doctissimo.fr/medicament-NOZINAN.htm,DB01403
Steroidal,https://www.steroidal.com/steroid-profiles/testosterone-propionate/testosterone-propionate-cycle/,DB01420
Dailymed,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5cdef530-023e-4d34-8e97-77f143b0068f,DB01420
Steroidal,https://www.steroidal.com/steroid-profiles/testosterone-propionate/testosterone-propionate-dosage/,DB01420
Empowerpharmacy,https://www.empowerpharmacy.com/drugs/testosterone-propionate-injection.html,DB01420
Fittness uncovered,http://www.fitnessuncovered.co.uk/performance-drugs/profiles/testosterone-propionate,DB01420
Link,http://home.intekom.com/pharm/merckp/reactivn.html,DB01463
Link,http://isomerdesign.com/PiHKAL/read.php?domain=tk&id=11,DB01546
Zinc and its importance for human health: An integrative review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3724376/,DB01593
The Essential Toxin: Impact of Zinc on Human Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2872358/,DB01593
Dietary factors affecting Zinc bioavailability,http://journals.sagepub.com/doi/pdf/10.1177/156482650102200204,DB01593
Zinc,https://www.mayoclinic.org/drugs-supplements-zinc/art-20366112,DB01593
"Zinc Transporters, Mechanisms of Action and Therapeutic Utility: Implications for Type 2 Diabetes Mellitus",https://www.hindawi.com/journals/jnme/2012/173712/,DB01593
"Zinc, future mono/adjunctive therapy for depression: Mechanisms of antidepressant action",https://www.sciencedirect.com/science/article/abs/pii/S1734114015000274,DB01593
MeSH Zinc,https://www.ncbi.nlm.nih.gov/mesh?Db=mesh&Cmd=DetailsSearch&Term=%22Zinc%22%5BMeSH+Terms%5D,DB01593
HEALTH EFFECTS,https://www.atsdr.cdc.gov/toxprofiles/tp60-c3.pdf,DB01593
ZINC COMPOUNDS - National Library of Medicine HSDB ... - Toxnet - NIH,https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+6912,DB01593
"Pharmacokinetics, tissue distribution, and excretion of zinc oxide nanoparticles",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3394467/,DB01593
Net renal tubular reabsorption of zinc in healthy man and impaired handling in sickle cell anemia,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ajh.2830310203,DB01593
Zinc Therapy in Dermatology: A review ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4120804/,DB01593
Treatment of Wilson’s Disease with Zinc. I. Oral Zinc Therapy Regimens,https://pdfs.semanticscholar.org/896f/03dae9396d9463c552aff6e9ab78dcd44f06.pdf,DB01593
Zinc for the treatment of the common cold: a systematic review and meta-analysis of randomized controlled trials,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3394849/,DB01593
Zinc Supplementation in treating diarrhea in children,http://www.cochrane.org/CD005436/INFECTN_oral-zinc-supplementation-treating-diarrhoea-children,DB01593
Zinc homeostasis in humans,https://academic.oup.com/jn/article/130/5/1360S/4686372,DB01593
"ZINC: Uses, Side Effects, Interactions and Warnings - WebMD",https://www.webmd.com/vitamins.../ingredientmono-982-zinc.aspx?...982...zinc,DB01593
Zinc Toxicity in Humans,https://pdfs.semanticscholar.org/a9e2/8321ae506e646f32ce59d87b7589851aa7e4.pdf,DB01593
Chapter 16. Zinc,http://www.fao.org/docrep/004/y2809e/y2809e0m.htm,DB01593
Zinc metabolism,http://flipper.diff.org/app/pathways/3503,DB01593
"Copper and Zinc, Biological Role and Significance of Copper/Zinc Imbalance",https://www.omicsonline.org/copper-and-zinc-biological-role-and-significance-of-copper-zincimbalance-2161-0495.S3-001.php?aid=3055,DB01593
The emerging role of zinc transporters,https://www.nature.com/articles/sigtrans201729,DB01593
Spasmonal Package Insert,http://www.medicines.org.uk/EMC/medicine/24562/SPC/,DB01616
Link,http://medicaid.alabama.gov/documents/2.0_Newsroom/2.4_Procurement/2.4.3_Pharm_Support_ITB/2.4.3_Antipsychotic_Agents_Class_Review_8-10-11.pdf,DB01624
Link,http://www.mentalhealth.com/drug/p30-z03.html,DB01624
US Biological,http://www.usbio.net/item/O8070-50,DB01669
Pharmaceuticals and Medical Devices Agency (PMDA): Topiroxostat review,https://www.pmda.go.jp/files/000153624.pdf,DB01685
The NIH National Library of Medicine,http://www.nlm.nih.gov/medlineplus/druginfo/natural/patient-dhea.html,DB01708
