text,parent_key
Bedford laboratories div ben venue laboratories inc,DB00091
Pharmaforce inc,DB00091
Novex pharma,DB00091
Watson laboratories inc,DB00091
Wockhardt eu operations (swiss) ag,DB00091
Novartis pharmaceuticals corp,DB00093
Serono laboratories inc,DB00094
Ferring pharmaceuticals inc,DB00094
Emd serono inc,DB00097
Ferring pharmaceuticals inc,DB00097
App pharmaceuticals llc,DB00097
Bel mar laboratories inc,DB00097
Bristol myers squibb,DB00097
Organon usa inc,DB00097
App pharmaceuticals llc,DB00104
Bedford laboratories div ben venue laboratories inc,DB00104
Sun pharmaceutical industries ltd,DB00104
Teva parenteral medicines inc,DB00104
Novartis pharmaceuticals corp,DB00104
Speciality european pharma ltd,DB00106
App pharmaceuticals llc,DB00107
Baxter healthcare corp anesthesia critical care,DB00107
Teva parenteral medicines inc,DB00107
Abbott laboratories pharmaceutical products div,DB00107
Jhp pharmaceuticals llc,DB00107
Novartis pharmaceuticals corp,DB00107
Hoffmann la roche inc,DB00109
Roche Pharmaceuticals,DB00112
Par pharmaceutical inc,DB00115
Pharmacia and upjohn co,DB00115
Eli lilly and co,DB00115
Watson laboratories inc,DB00115
Abraxis pharmaceutical products,DB00115
Akorn inc,DB00115
App pharmaceuticals llc,DB00115
Baxter healthcare corp anesthesia and critical care,DB00115
Bioniche pharma usa llc,DB00115
Dell laboratories inc,DB00115
Luitpold pharmaceuticals inc,DB00115
Sanofi aventis us llc,DB00115
Solopak medical products inc,DB00115
Warner chilcott inc,DB00115
Wyeth ayerst laboratories,DB00115
Merck and co inc,DB00115
Bel mar laboratories inc,DB00115
Bristol myers squibb co,DB00115
Savage laboratories inc div altana inc,DB00115
Bayer healthcare pharmaceuticals inc,DB00115
West ward pharmaceutical corp,DB00115
Bracco diagnostics inc,DB00115
Pharmacia and upjohn co,DB00125
Nutritional restart pharmaceutical lp,DB00130
Roxane laboratories inc,DB00136
Teva pharmaceuticals usa inc,DB00136
Validus pharmaceuticals llc,DB00136
Abbott laboratories hosp products div,DB00136
Akorn inc,DB00136
App pharmaceuticals llc,DB00136
Fresenius medical care north america,DB00136
Genix therapeutics inc,DB00136
Hospira inc,DB00136
Luitpold pharmaceuticals inc,DB00136
Lyne laboratories inc,DB00136
Teva parenteral medicines inc,DB00136
Galderma laboratories lp,DB00136
Baxter healthcare corp,DB00145
B braun medical inc,DB00145
Hospira inc,DB00145
Organon usa inc,DB00146
Hospira inc,DB00151
Eli lilly and co,DB00152
Abraxis pharmaceutical products,DB00152
Akorn inc,DB00152
App pharmaceuticals llc,DB00152
Baxter healthcare corp anesthesia and critical care,DB00152
Bel mar laboratories inc,DB00152
Dell laboratories inc,DB00152
Hospira inc,DB00152
Luitpold pharmaceuticals inc,DB00152
Parke davis div warner lambert co,DB00152
Watson laboratories inc,DB00152
Wyeth ayerst laboratories,DB00152
Eli lilly and co,DB00153
Sanofi aventis us llc,DB00153
Orit laboratories llc,DB00153
Sigmapharm laboratories llc,DB00153
Strides arcolab ltd,DB00153
Sun pharmaceutical industries inc,DB00153
Banner pharmacaps inc,DB00153
Chase chemical co lp,DB00153
Everylife,DB00153
Impax laboratories inc,DB00153
Lannett co inc,DB00153
Vitarine pharmaceuticals inc,DB00153
West ward pharmaceutical corp,DB00153
App pharmaceuticals llc,DB00158
Ben venue laboratories inc,DB00158
Wyeth pharmaceuticals inc,DB00158
Barr laboratories inc,DB00158
Cadista pharmaceuticals inc,DB00158
Contract pharmacal corp,DB00158
Everylife,DB00158
Excellium pharmaceutical inc,DB00158
Halsey drug co inc,DB00158
Impax laboratories inc,DB00158
Invagen pharmaceuticals inc,DB00158
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00158
Lannett co inc,DB00158
Eli lilly and co,DB00158
Mk laboratories inc,DB00158
Mutual pharmaceutical co inc,DB00158
Nexgen pharma inc,DB00158
Pharmax group inc,DB00158
Pharmeral inc,DB00158
Pioneer pharmaceuticals inc,DB00158
Purepac pharmaceutical co,DB00158
Sandoz inc,DB00158
Tablicaps inc,DB00158
Udl laboratories inc,DB00158
Usl pharma inc,DB00158
Valeant pharmaceuticals international,DB00158
Vangard laboratories inc div midway medical co,DB00158
Vintage pharmaceuticals llc,DB00158
Vintage pharmaceuticals inc,DB00158
Watson laboratories,DB00158
Watson laboratories inc,DB00158
West ward pharmaceutical corp,DB00158
Whiteworth towne paulsen inc,DB00158
Mission pharmacal co,DB00158
Astrazeneca lp,DB00162
Banner pharmacaps inc,DB00162
Chase chemical co lp,DB00162
Everylife,DB00162
Impax laboratories inc,DB00162
West ward pharmaceutical corp,DB00162
Sterling winthrop inc,DB00162
Eli lilly and co,DB00162
Del ray laboratories inc,DB00162
Bayer pharmaceuticals corp,DB00162
Bristol myers squibb co,DB00162
Elkins sinn div ah robins co inc,DB00162
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00162
Mk laboratories inc,DB00162
Wharton laboratories inc div us ethicals,DB00162
Arcum pharmaceutical corp,DB00162
Teva pharmaceuticals usa inc,DB00162
Hospira inc,DB00162
Bel mar laboratories inc,DB00162
Eli lilly and co,DB00165
Akorn inc,DB00165
App pharmaceuticals llc,DB00165
Bel mar laboratories inc,DB00165
Dell laboratories inc,DB00165
Elkins sinn div ah robins co inc,DB00165
Luitpold pharmaceuticals inc,DB00165
Watson laboratories inc,DB00165
Eli lilly and co,DB00170
Bristol myers squibb,DB00175
Apotex corp,DB00175
Dr reddys laboratories inc,DB00175
Glenmark generics ltd,DB00175
Lek pharmaceuticals dd,DB00175
Lupin pharmaceuticals inc,DB00175
Matrix laboratories ltd,DB00175
Mylan pharmaceuticals inc,DB00175
Pliva hrvatska doo,DB00175
Ranbaxy laboratories ltd,DB00175
Teva pharmaceuticals usa inc,DB00175
Teva pharmaceuticals usa,DB00175
Watson laboratories inc,DB00175
Zydus pharmaceuticals usa inc,DB00175
Jazz pharmaceuticals,DB00176
Actavis elizabeth llc,DB00176
Apotex inc,DB00176
Barr laboratories inc,DB00176
Caraco pharmaceutical laboratories ltd,DB00176
Genpharm inc,DB00176
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00176
Mutual pharmaceutical co inc,DB00176
Mylan pharmaceuticals inc,DB00176
Sandoz inc,DB00176
Synthon pharmaceuticals ltd,DB00176
Teva pharmaceuticals usa inc,DB00176
Watson laboratories inc,DB00176
Ani pharmaceuticals inc,DB00176
Solvay pharmaceuticals,DB00176
Novartis pharmaceuticals corp,DB00177
Novartis Corporation,DB00177
King pharmaceuticals inc,DB00178
Actavis elizabeth llc,DB00178
Apotex inc,DB00178
Cipla ltd,DB00178
Dr reddys laboratories ltd,DB00178
Invagen pharmaceuticals inc,DB00178
Lupin ltd,DB00178
Ranbaxy laboratories ltd,DB00178
Roxane laboratories inc,DB00178
Sandoz inc,DB00178
Teva pharmaceuticals usa,DB00178
Watson laboratories inc,DB00178
Zydus pharmaceuticals usa inc,DB00178
"King Pharmaceuticals, Inc.",DB00178
Univ arizona cancer center,DB00179
Roche palo alto llc,DB00180
Acton pharmaceuticals inc,DB00180
Apotex inc richmond hill,DB00180
Bausch and lomb pharmaceuticals inc,DB00180
Qpharma llc,DB00180
Ivax research inc,DB00180
Teva branded pharmaceutical products r and d inc,DB00180
Medtronic inc,DB00181
Schwarz pharma inc,DB00181
Actavis totowa llc,DB00181
Caraco pharmaceutical laboratories ltd,DB00181
Impax laboratories inc,DB00181
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00181
Lannett holdings inc,DB00181
Matrix laboratories ltd,DB00181
Mylan pharmaceuticals inc,DB00181
Northstar healthcare holdings ltd,DB00181
Teva pharmaceuticals usa inc,DB00181
Usl pharma inc,DB00181
Vintage pharmaceuticals inc,DB00181
Watson laboratories inc,DB00181
Novartis pharmaceuticals corp,DB00181
Lannett co inc,DB00182
Akorn inc,DB00182
Teva pharmaceuticals usa inc,DB00182
Wyeth ayerst laboratories,DB00183
Novartis consumer health inc,DB00184
Sanofi aventis us llc,DB00184
Aveva drug delivery systems inc,DB00184
Mcneil consumer healthcare,DB00184
Pharmacia and upjohn co,DB00184
Pfizer inc,DB00184
Glaxosmithkline,DB00184
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00184
Perrigo co,DB00184
Perrigo r and d co,DB00184
Watson laboratories inc,DB00184
Glaxosmithkline consumer healthcare,DB00184
Daiichi sankyo co ltd,DB00185
Amneal pharmaceuticals,DB00186
Paddock laboratories inc,DB00186
Pharmaceutical assoc inc,DB00186
Roxane laboratories inc,DB00186
Baxter healthcare corp anesthesia critical care,DB00186
Akorn inc,DB00186
Baxter healthcare corp anesthesia and critical care,DB00186
Bedford laboratories div ben venue laboratories inc,DB00186
Dava pharmaceuticals inc,DB00186
Hospira inc,DB00186
International medication systems ltd,DB00186
Marsam pharmaceuticals llc,DB00186
Taylor pharmaceuticals,DB00186
Watson laboratories inc,DB00186
Bedford laboratories,DB00186
Biovail laboratories inc,DB00186
Quantum pharmics ltd,DB00186
Actavis elizabeth llc,DB00186
American therapeutics inc,DB00186
Excellium pharmaceutical inc,DB00186
Halsey drug co inc,DB00186
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00186
Mutual pharmaceutical co inc,DB00186
Mylan pharmaceuticals inc,DB00186
Par pharmaceutical inc,DB00186
Ranbaxy laboratories ltd,DB00186
Sandoz inc,DB00186
Superpharm corp,DB00186
Usl pharma inc,DB00186
Vintage pharmaceuticals inc,DB00186
Warner chilcott div warner lambert co,DB00186
Baxter healthcare corp anesthesia critical care,DB00187
App pharmaceuticals llc,DB00187
Bedford laboratories,DB00187
Bioniche pharma usa llc,DB00187
Millennium pharmaceuticals inc,DB00188
Banner pharmacaps inc,DB00189
Abbott laboratories pharmaceutical products div,DB00189
Aton pharma inc,DB00190
Baxter healthcare corp anesthesia critical care,DB00191
Teva pharmaceuticals usa inc,DB00191
Glaxosmithkline,DB00191
Ferndale laboratories inc,DB00191
Shire richwood inc,DB00191
Mm mast and co,DB00191
Abc holding corp,DB00191
Able laboratories inc,DB00191
Actavis totowa llc,DB00191
Barr laboratories inc,DB00191
Camall co inc,DB00191
Duramed pharmaceuticals inc sub barr laboratories inc,DB00191
Ivax pharmaceuticals inc,DB00191
Kvk tech inc,DB00191
Lannett co inc,DB00191
Lannett holdings inc,DB00191
Mutual pharmaceutical co inc,DB00191
Sandoz inc,DB00191
Tg united inc,DB00191
Tg united labs llc,DB00191
Usl pharma inc,DB00191
Vitarine pharmaceuticals inc,DB00191
Watson laboratories inc,DB00191
Actavis elizabeth llc,DB00191
Caraco pharmaceutical laboratories ltd,DB00191
Vintage pharmaceuticals inc,DB00191
Solvay pharmaceuticals,DB00191
Ucb inc,DB00191
Quantum pharmics ltd,DB00191
Eli lilly and co,DB00192
Cipher pharmaceuticals inc,DB00193
Purdue pharma products lp,DB00193
Par pharmaceutical,DB00193
Biovail laboratories international srl,DB00193
Victory pharma inc,DB00193
Actavis elizabeth llc,DB00193
Alphapharm party ltd,DB00193
Amneal pharmaceuticals llc,DB00193
Apotex inc,DB00193
Asta medica inc,DB00193
Caraco pharmaceutical laboratories ltd,DB00193
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00193
Mallinckrodt inc,DB00193
Mutual pharmaceutical co inc,DB00193
Mylan pharmaceuticals inc,DB00193
Northstar healthcare holdings ltd,DB00193
Pliva inc,DB00193
Sandoz inc,DB00193
Teva pharmaceuticals usa inc,DB00193
Watson laboratories,DB00193
Ortho mcneil janssen pharmaceuticals inc,DB00193
Parkedale pharmaceuticals inc,DB00194
Akorn inc,DB00195
Bausch and lomb pharmaceuticals inc,DB00195
Novex pharma,DB00195
Wockhardt ltd,DB00195
Alcon laboratories inc,DB00195
Epic pharma llc,DB00195
Kvk tech inc,DB00195
Sanofi aventis us llc,DB00195
Alcon inc,DB00195
Pfizer chemicals div pfizer inc,DB00196
Aurobindo pharma usa inc,DB00196
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00196
Ranbaxy laboratories ltd,DB00196
Roxane laboratories inc,DB00196
Taro pharmaceutical industries ltd,DB00196
Pfizer inc,DB00196
Acs dobfar info sa,DB00196
Apotex inc richmond hill,DB00196
Hospira inc,DB00196
App pharmaceuticals llc,DB00196
Bedford laboratories div ben venue laboratories inc,DB00196
Claris lifesciences ltd,DB00196
Hikma farmaceutica portugal lda,DB00196
Teva parenteral medicines inc,DB00196
Baxter healthcare corp,DB00196
Bedford laboratories,DB00196
Pfizer central research,DB00196
Apotex inc,DB00196
Aurobindo pharma ltd,DB00196
Dr reddys laboratories inc,DB00196
Gedeon richter usa inc,DB00196
Genpharm inc,DB00196
Glenmark generics ltd,DB00196
Mylan pharmaceuticals inc,DB00196
Pliva inc,DB00196
Sandoz inc,DB00196
Teva pharmaceuticals usa inc,DB00196
Unique pharmaceutical laboratories,DB00196
Sankyo usa corp,DB00197
Pfizer pharmaceuticals ltd,DB00197
Hoffmann la roche inc,DB00198
Hospira inc,DB00199
Parke davis div warner lambert co,DB00199
Warner chilcott inc,DB00199
Abbott laboratories pharmaceutical products div,DB00199
Barr laboratories inc,DB00199
Stiefel laboratories inc,DB00199
Altana inc,DB00199
Merz pharmaceuticals llc,DB00199
Perrigo co,DB00199
Syosset laboratories inc,DB00199
Akorn inc,DB00199
Bausch and lomb pharmaceuticals inc,DB00199
E fougera div altana inc,DB00199
Pharmaderm div altana inc,DB00199
Pharmafair inc,DB00199
Dista products co div eli lilly and co,DB00199
Dow pharmaceutical sciences inc,DB00199
Paddock laboratories inc,DB00199
Taro pharmaceuticals north america inc,DB00199
Bioglan pharma inc,DB00199
Alpharma us pharmaceuticals division,DB00199
Eli lilly and co,DB00199
Perrigo new york inc,DB00199
Wockhardt eu operations (swiss) ag,DB00199
Hi tech pharmacal co inc,DB00199
Westwood squibb pharmaceuticals inc,DB00199
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00199
Orthoneutrogena,DB00199
Versapharm inc,DB00199
Ah robins co,DB00199
Solvay pharmaceuticals,DB00199
Watson laboratories inc,DB00199
Life laboratories inc,DB00199
Lilly research laboratories div eli lilly and co,DB00199
Ross laboratories div abbott laboratories inc,DB00199
Pharmacia and upjohn co,DB00199
Naska pharmacal co inc div rugby darby group cosmetics,DB00199
Wyeth ayerst laboratories,DB00199
Abbott laboratories chemical and agricultural products div,DB00199
Mylan pharmaceuticals inc,DB00199
Elkins sinn div ah robins co inc,DB00199
Abraxis pharmaceutical products,DB00199
Baxter healthcare corp anesthesia and critical care,DB00199
Teva parenteral medicines inc,DB00199
Bristol laboratories inc div bristol myers co,DB00199
Warner chilcott div warner lambert co,DB00199
Lederle laboratories div american cyanamid co,DB00199
Purepac pharmaceutical co,DB00199
Bristol myers squibb co,DB00199
Pfizer laboratories div pfizer inc,DB00199
Merck and co inc,DB00200
Merck sante sas,DB00200
Abraxis pharmaceutical products,DB00200
Watson laboratories inc,DB00200
Bel mar laboratories inc,DB00200
Mead johnson and co,DB00201
App pharmaceuticals llc,DB00201
Luitpold pharmaceuticals inc,DB00201
Paddock laboratories inc,DB00201
Sun pharmaceutical industries ltd,DB00201
Sandoz canada inc,DB00202
Hospira inc,DB00202
International medication systems ltd,DB00202
Organon usa inc,DB00202
Apothecon inc div bristol myers squibb,DB00202
Pfizer inc,DB00203
Pfizer ireland pharmaceuticals,DB00203
Pfizer pharmaceuticals production corp ltd,DB00204
Glaxosmithkline llc,DB00205
Novartis pharmaceuticals corp,DB00206
Eli lilly and co,DB00206
Bowman pharmaceuticals inc,DB00206
Bristol myers squibb co,DB00206
Barr laboratories inc,DB00206
Bell pharmacal corp,DB00206
Cm bundy co,DB00206
Elkins sinn div ah robins co inc,DB00206
Everylife,DB00206
Halsey drug co inc,DB00206
Impax laboratories inc,DB00206
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00206
Marshall pharmacal corp,DB00206
Mk laboratories inc,DB00206
Mylan pharmaceuticals inc,DB00206
Pharmavite pharmaceuticals,DB00206
Purepac pharmaceutical co,DB00206
Private formulations inc,DB00206
Rexall drug co,DB00206
Roxane laboratories inc,DB00206
Sandoz inc,DB00206
Solvay pharmaceuticals,DB00206
Tablicaps inc,DB00206
Teva pharmaceuticals usa inc,DB00206
Valeant pharmaceuticals international,DB00206
Watson laboratories inc,DB00206
West ward pharmaceutical corp,DB00206
Whiteworth towne paulsen inc,DB00206
Lannett co inc,DB00206
Panray corp sub ormont drug and chemical co inc,DB00206
Vale chemical co inc,DB00206
Vitarine pharmaceuticals inc,DB00206
Pfizer chemicals div pfizer inc,DB00207
Pfizer global research development,DB00207
Pliva inc,DB00207
Sandoz inc,DB00207
Teva pharmaceuticals usa,DB00207
Pfizer central research,DB00207
App pharmaceuticals llc,DB00207
Gland pharma ltd,DB00207
Hospira inc,DB00207
Pliva hrvatska doo,DB00207
Sagent strides llc,DB00207
Teva parenteral medicines inc,DB00207
Pfizer inc,DB00207
Inspire pharmaceuticals inc,DB00207
Mylan pharmaceuticals inc,DB00207
Teva pharmaceuticals usa inc,DB00207
Wockhardt ltd,DB00207
Roche palo alto llc,DB00208
Actavis elizabeth llc,DB00208
Apotex inc,DB00208
Caraco pharmaceutical laboratories ltd,DB00208
Genpharm inc,DB00208
Mylan pharmaceuticals inc,DB00208
Sandoz inc,DB00208
Teva pharmaceuticals usa inc,DB00208
Watson laboratories inc,DB00208
Allergan inc,DB00209
Nycomed us inc,DB00210
Galderma laboratories lp,DB00210
Glenmark generics inc usa,DB00210
Pliva hrvatska doo,DB00210
Galderma research and development inc,DB00210
Galderma Laboratories,DB00210
Apotex inc etobicoke site,DB00211
Impax pharmaceuticals,DB00211
Mylan pharmaceuticals inc,DB00211
Sandoz inc,DB00211
Upsher smith laboratories inc,DB00211
Shire development inc,DB00211
Wyeth pharmaceuticals inc,DB00213
Kudco ireland ltd,DB00213
Sun pharma global inc,DB00213
Teva pharmaceuticals usa inc,DB00213
Hoffmann la roche inc,DB00214
Bedford laboratories,DB00214
Luitpold pharmaceuticals inc,DB00214
Meda pharmaceuticals inc,DB00214
Apotex inc etobicoke site,DB00214
Aurobindo pharma ltd,DB00214
Hetero drugs ltd,DB00214
Par pharmaceutical inc,DB00214
Pliva pharmaceutical industry inc,DB00214
Roxane laboratories inc,DB00214
Sun pharmaceutical industries ltd,DB00214
Teva pharmaceuticals usa inc,DB00214
Alphapharm party ltd,DB00215
Forest laboratories inc,DB00215
Apotex inc richmond hill,DB00215
Aurobindo pharma ltd inc,DB00215
Roxane laboratories inc,DB00215
Silarx pharmaceuticals inc,DB00215
Biovail laboratories international srl,DB00215
Actavis elizabeth llc,DB00215
Amneal pharmaceuticals ny llc,DB00215
Apotex inc etobicoke site,DB00215
Aurobindo pharma ltd,DB00215
Caraco pharmaceutical laboratories ltd,DB00215
Corepharma llc,DB00215
Dr reddys laboratories ltd,DB00215
Epic pharma llc,DB00215
Glenmark generics ltd,DB00215
Invagen pharmaceuticals inc,DB00215
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00215
Matrix laboratories inc,DB00215
Mutual pharmaceutical co inc,DB00215
Mylan pharmaceuticals inc,DB00215
Natco pharma ltd,DB00215
Pliva inc,DB00215
Sandoz inc,DB00215
Taro pharmaceuticals usa inc,DB00215
Teva pharmaceuticals usa,DB00215
Torrent pharmaceuticals ltd,DB00215
Watson laboratories inc,DB00215
Pfizer ireland pharmaceuticals,DB00216
Ah robins co,DB00217
Bayer healthcare pharmaceuticals inc,DB00218
Alcon inc,DB00218
Bayer Healthcare Pharmaceuticals,DB00218
Novartis pharmaceuticals corp,DB00219
Agouron pharmaceuticals inc,DB00220
Nephron corp,DB00221
Sanofi aventis us llc,DB00221
Alpharma us pharmaceuticals division,DB00221
Astrazeneca lp,DB00221
Baxter healthcare corp,DB00221
Dey lp,DB00221
International medication systems ltd,DB00221
Parke davis pharmaceutical research div warner lambert co,DB00221
Roxane laboratories inc,DB00221
Sanofi aventis us llc,DB00222
Accord healthcare inc,DB00222
Carlsbad technology inc,DB00222
Corepharma llc,DB00222
Dr reddys laboratories ltd,DB00222
Genpharm inc,DB00222
Invagen pharmaceuticals inc,DB00222
Mylan pharmaceuticals inc,DB00222
Ranbaxy laboratories ltd,DB00222
Teva pharmaceuticals usa inc,DB00222
Vintage pharmaceuticals llc,DB00222
Watson laboratories inc,DB00222
Watson laboratories inc florida,DB00222
Altana inc,DB00223
Taro pharmaceuticals usa inc,DB00223
Pharmacia and upjohn co,DB00223
Sanofi aventis us llc,DB00223
Taro pharmaceuticals inc,DB00223
Merck sharp and dohme corp,DB00224
Ge healthcare,DB00225
Pharmacia and upjohn co,DB00226
Andrx labs llc,DB00227
Actavis elizabeth llc,DB00227
Apotex inc,DB00227
Carlsbad technology inc,DB00227
Lupin ltd,DB00227
Mutual pharmaceutical co inc,DB00227
Mylan pharmaceuticals inc,DB00227
Sandoz inc,DB00227
Teva pharmaceuticals usa inc,DB00227
Merck research laboratories div merck co inc,DB00227
Abbott laboratories hosp products div,DB00228
Piramal critical care inc,DB00228
Baxter healthcare corp anesthesia critical care,DB00228
Takeda chemical industries ltd,DB00229
Cp pharmaceuticals cv,DB00230
Pfizer inc,DB00230
Tyco healthcare group lp,DB00231
Quantum pharmics ltd,DB00231
Actavis elizabeth llc,DB00231
Duramed pharmaceuticals inc sub barr laboratories inc,DB00231
Mutual pharmaceutical co inc,DB00231
Mylan pharmaceuticals inc,DB00231
Novel laboratories inc,DB00231
Sandoz inc,DB00231
Usl pharma inc,DB00231
Watson laboratories inc,DB00231
Medpointe pharmaceuticals medpointe healthcare inc,DB00232
Abbott laboratories pharmaceutical products div,DB00232
Ivax pharmaceuticals inc,DB00232
Mylan pharmaceuticals inc,DB00232
Par pharmaceutical inc,DB00232
Sandoz inc,DB00232
Usl pharma inc,DB00232
Watson laboratories inc,DB00232
Century pharmaceuticals inc,DB00233
Hexcel chemical products,DB00233
Panray corp sub ormont drug and chemical co inc,DB00233
Lannett co inc,DB00233
Consolidated midland corp,DB00233
Jacobus pharmaceutical co,DB00233
Bristol myers squibb co,DB00233
App pharmaceuticals llc,DB00235
Baxter healthcare corp anesthesia and critical care,DB00235
Baxter healthcare corp anesthesia critical care,DB00235
Bedford laboratories div ben venue laboratories inc,DB00235
Bioniche pharma usa llc,DB00235
Claris lifesciences ltd,DB00235
Gland pharma ltd,DB00235
Hospira inc,DB00235
International medicated systems ltd,DB00235
B braun medical inc,DB00235
Baxter healthcare corp,DB00235
Bedford laboratories,DB00235
Hikma farmaceutica (portugal) sa,DB00235
Sanofi aventis us llc,DB00235
Abbott laboratories pharmaceutical products div,DB00236
Medpointe pharmaceuticals medpointe healthcare inc,DB00237
Alpharma us pharmaceuticals division,DB00237
Wockhardt eu operations (swiss) ag,DB00237
Lannett co inc,DB00237
Meda pharmaceuticals inc,DB00237
Halsey drug co inc,DB00237
Cm bundy co,DB00237
Sandoz inc,DB00237
Solvay pharmaceuticals,DB00237
Teva pharmaceuticals usa inc,DB00237
Watson laboratories inc,DB00237
Whiteworth towne paulsen inc,DB00237
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00237
Marshall pharmacal corp,DB00237
West ward pharmaceutical corp,DB00237
Boehringer ingelheim pharmaceuticals inc,DB00238
Altana inc,DB00239
Nycomed us inc,DB00240
Altana inc,DB00240
Glenmark generics ltd,DB00240
Taro pharmaceuticals usa inc,DB00240
Glaxosmithkline,DB00240
App pharmaceuticals llc,DB00242
Bedford laboratories div ben venue laboratories inc,DB00242
Ortho biotech products lp,DB00242
Gilead sciences inc,DB00243
Salix pharmaceuticals inc,DB00244
Shire development inc,DB00244
Perrigo israel pharmaceuticals ltd,DB00244
Teva pharmaceuticals usa inc,DB00244
Alaven pharmaceutical llc,DB00244
Axcan pharma us inc,DB00244
Warner chilcott pharmaceuticals inc,DB00244
Hikma farmaceutica (portugal) sa,DB00245
Nexus pharmaceuticals inc,DB00245
Pharmaforce inc,DB00245
Lundbeck inc,DB00245
Actavis totowa llc,DB00245
Corepharma llc,DB00245
Invagen pharmaceuticals inc,DB00245
Lannett holdings inc,DB00245
Mutual pharmaceutical co inc,DB00245
Pliva inc,DB00245
Quantum pharmics ltd,DB00245
Usl pharma inc,DB00245
Vintage pharmaceuticals llc,DB00245
Merck and co inc,DB00245
Pfizer inc,DB00246
Novartis pharmaceuticals corp,DB00247
Impax laboratories inc,DB00248
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,DB00248
Par pharmaceutical inc,DB00248
Watson laboratories inc,DB00248
Pharmacia and upjohn co,DB00248
Glaxosmithkline,DB00249
Alcon laboratories inc,DB00249
Allergan pharmaceutical,DB00249
Jacobus pharmaceutical co,DB00250
Ortho mcneil janssen pharmaceuticals inc,DB00251
Altana inc,DB00251
Nycomed us inc,DB00251
Taro pharmaceuticals usa inc,DB00251
Ortho mcneil janssen pharmaceutical inc,DB00251
Perrigo new york inc,DB00251
Parke davis div warner lambert co,DB00252
Actavis mid atlantic llc,DB00252
Taro pharmaceutical industries ltd,DB00252
Vistapharm inc,DB00252
Wockhardt eu operations (swiss) ag,DB00252
Pfizer pharmaceuticals ltd,DB00252
Lannett co inc,DB00252
Amneal pharmaceuticals ny llc,DB00252
Barr laboratories inc,DB00252
Mylan pharmaceuticals inc,DB00252
Pliva inc,DB00252
Sun pharmaceutical industries ltd,DB00252
Wockhardt ltd,DB00252
Wockhardt usa inc,DB00252
