pubmed-id,citation,parent_key
21054189,"Bereczky Z, Kovacs KB, Muszbek L: Protein C and protein S deficiencies: similarities and differences between two brothers playing in the same game. Clin Chem Lab Med. 2010 Dec;48 Suppl 1:S53-66. doi: 10.1515/CCLM.2010.369. Epub 2010 Nov 5.",BE0000380
15644490,"Kotnik P, Nielsen J, Kwon TH, Krzisnik C, Frokiaer J, Nielsen S: Altered expression of COX-1, COX-2, and mPGES in rats with nephrogenic and central diabetes insipidus. Am J Physiol Renal Physiol. 2005 May;288(5):F1053-68. Epub 2005 Jan 11.",BE0000017
15644490,"Kotnik P, Nielsen J, Kwon TH, Krzisnik C, Frokiaer J, Nielsen S: Altered expression of COX-1, COX-2, and mPGES in rats with nephrogenic and central diabetes insipidus. Am J Physiol Renal Physiol. 2005 May;288(5):F1053-68. Epub 2005 Jan 11.",BE0000262
10823885,"Pyeon D, Diaz FJ, Splitter GA: Prostaglandin E(2) increases bovine leukemia virus tax and pol mRNA levels via cyclooxygenase 2: regulation by interleukin-2, interleukin-10, and bovine leukemia virus. J Virol. 2000 Jun;74(12):5740-5.",BE0000262
18209082,"Hamada T, Tsuchihashi S, Avanesyan A, Duarte S, Moore C, Busuttil RW, Coito AJ: Cyclooxygenase-2 deficiency enhances Th2 immune responses and impairs neutrophil recruitment in hepatic ischemia/reperfusion injury. J Immunol. 2008 Feb 1;180(3):1843-53.",BE0000262
8536274,"Wolbink GJ, Schalkwijk C, Baars JW, Wagstaff J, van den Bosch H, Hack CE: Therapy with interleukin-2 induces the systemic release of phospholipase-A2. Cancer Immunol Immunother. 1995 Nov;41(5):287-92.",BE0000657
10086330,"Elkahwaji J, Robin MA, Berson A, Tinel M, Letteron P, Labbe G, Beaune P, Elias D, Rougier P, Escudier B, Duvillard P, Pessayre D: Decrease in hepatic cytochrome P450 after interleukin-2 immunotherapy. Biochem Pharmacol. 1999 Apr 15;57(8):951-4.",BE0002638
14977871,"Sunman JA, Hawke RL, LeCluyse EL, Kashuba AD: Kupffer cell-mediated IL-2 suppression of CYP3A activity in human hepatocytes. Drug Metab Dispos. 2004 Mar;32(3):359-63.",BE0002638
8032542,"Faggioni R, Allavena P, Cantoni L, Carelli M, Demitri MT, Delgado R, Gatti S, Gnocchi P, Isetta AM, Paganin C, et al.: Mechanisms of interleukin-2-induced hydrothoraxy in mice: protective effect of endotoxin tolerance and dexamethasone and possible role of reactive oxygen intermediates. J Immunother Emphasis Tumor Immunol. 1994 Apr;15(3):194-201.",BE0002204
10086330,"Elkahwaji J, Robin MA, Berson A, Tinel M, Letteron P, Labbe G, Beaune P, Elias D, Rougier P, Escudier B, Duvillard P, Pessayre D: Decrease in hepatic cytochrome P450 after interleukin-2 immunotherapy. Biochem Pharmacol. 1999 Apr 15;57(8):951-4.",BE0003533
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0002090
12597773,"Araya Z, Tang W, Wikvall K: Hormonal regulation of the human sterol 27-hydroxylase gene CYP27A1. Biochem J. 2003 Jun 1;372(Pt 2):529-34.",BE0000549
1970314,"Nolan EM, Masters JN, Dunn A: Growth hormone regulation of hepatic glutamine synthetase mRNA levels in rats. Mol Cell Endocrinol. 1990 Mar 5;69(2-3):101-10.",BE0002240
19339376,"Lofgren S, Baldwin RM, Carleros M, Terelius Y, Fransson-Steen R, Mwinyi J, Waxman DJ, Ingelman-Sundberg M: Regulation of human CYP2C18 and CYP2C19 in transgenic mice: influence of castration, testosterone, and growth hormone. Drug Metab Dispos. 2009 Jul;37(7):1505-12. doi: 10.1124/dmd.109.026963. Epub 2009 Apr 1.",BE0003611
9661620,"Liddle C, Goodwin BJ, George J, Tapner M, Farrell GC: Separate and interactive regulation of cytochrome P450 3A4 by triiodothyronine, dexamethasone, and growth hormone in cultured hepatocytes. J Clin Endocrinol Metab. 1998 Jul;83(7):2411-6.",BE0002638
16291874,"Cheung C, Yu AM, Chen CS, Krausz KW, Byrd LG, Feigenbaum L, Edwards RJ, Waxman DJ, Gonzalez FJ: Growth hormone determines sexual dimorphism of hepatic cytochrome P450 3A4 expression in transgenic mice. J Pharmacol Exp Ther. 2006 Mar;316(3):1328-34. Epub 2005 Nov 16.",BE0002638
3948777,Lamartiniere CA: Growth hormone modulates serum cholinesterase. Endocrinology. 1986 Mar;118(3):1252-4.,BE0002180
19339376,"Lofgren S, Baldwin RM, Carleros M, Terelius Y, Fransson-Steen R, Mwinyi J, Waxman DJ, Ingelman-Sundberg M: Regulation of human CYP2C18 and CYP2C19 in transgenic mice: influence of castration, testosterone, and growth hormone. Drug Metab Dispos. 2009 Jul;37(7):1505-12. doi: 10.1124/dmd.109.026963. Epub 2009 Apr 1.",BE0003536
19366684,"Savas U, Machemer DE, Hsu MH, Gaynor P, Lasker JM, Tukey RH, Johnson EF: Opposing roles of peroxisome proliferator-activated receptor alpha and growth hormone in the regulation of CYP4A11 expression in a transgenic mouse model. J Biol Chem. 2009 Jun 12;284(24):16541-52. doi: 10.1074/jbc.M902074200. Epub 2009 Apr 14.",BE0000421
2265209,"Kawaguchi H, Iizuka K, Sano H, Yasuda H: Effect of streptokinase on prostacyclin synthesis and phospholipase activity in cultured pulmonary artery endothelial cells. Biochim Biophys Acta. 1990 Dec 10;1055(3):223-9.",BE0000657
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0003612
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0002362
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0002638
10490933,"Ekins S, Bravi G, Wikel JH, Wrighton SA: Three-dimensional-quantitative structure activity relationship analysis of cytochrome P-450 3A4 substrates. J Pharmacol Exp Ther. 1999 Oct;291(1):424-33.",BE0002638
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0003536
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0002887
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0002793
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0002363
10929949,"Alatas E, Alatas O, Colak O: Octreotide inhibits myeloperoxidase activity in rat uterus. Acta Obstet Gynecol Scand. 2000 Jul;79(7):524-7.",BE0001075
11020872,"Alatas E, Gunal O, Alatas O, Colak O: Octreotide prevents postoperative adhesion formation by suppressing peritoneal myeloperoxidase activity. Hepatogastroenterology. 2000 Jul-Aug;47(34):1034-6.",BE0001075
11495689,"Irazusta J, Silveira PF, Gil J, Varona A, Casis L: Effects of hydrosaline treatments on prolyl endopeptidase activity in rat tissues. Regul Pept. 2001 Sep 15;101(1-3):141-7.",BE0002148
3544718,"Bausback HH, Ward PE: Vascular, post proline cleaving enzyme: metabolism of vasoactive peptides. Adv Exp Med Biol. 1986;198 Pt A:397-404.",BE0002148
6361010,"Yoshimoto T, Nishimura T, Kita T, Tsuru D: Post-proline cleaving enzyme (prolyl endopeptidase) from bovine brain. J Biochem. 1983 Oct;94(4):1179-90.",BE0002148
15656696,"Patel IH, Zhang X, Nieforth K, Salgo M, Buss N: Pharmacokinetics, pharmacodynamics and drug interaction potential of enfuvirtide. Clin Pharmacokinet. 2005;44(2):175-86.",BE0003536
15656696,"Patel IH, Zhang X, Nieforth K, Salgo M, Buss N: Pharmacokinetics, pharmacodynamics and drug interaction potential of enfuvirtide. Clin Pharmacokinet. 2005;44(2):175-86.",BE0003533
16439175,"Zhang J, Dobson CM, Wu X, Lerner-Ellis J, Rosenblatt DS, Gravel RA: Impact of cblB mutations on the function of ATP:cob(I)alamin adenosyltransferase in disorders of vitamin B12 metabolism. Mol Genet Metab. 2006 Apr;87(4):315-22. Epub 2006 Jan 24.",BE0000456
16410054,"Lerner-Ellis JP, Gradinger AB, Watkins D, Tirone JC, Villeneuve A, Dobson CM, Montpetit A, Lepage P, Gravel RA, Rosenblatt DS: Mutation and biochemical analysis of patients belonging to the cblB complementation class of vitamin B12-dependent methylmalonic aciduria. Mol Genet Metab. 2006 Mar;87(3):219-25. Epub 2006 Jan 10.",BE0000456
15763544,"Caro AA, Cederbaum AI: Inhibition of CYP2E1 catalytic activity in vitro by S-adenosyl-L-methionine. Biochem Pharmacol. 2005 Apr 1;69(7):1081-93.",BE0003533
20238404,Cederbaum AI: Hepatoprotective effects of S-adenosyl-L-methionine against alcohol- and cytochrome P450 2E1-induced liver injury. World J Gastroenterol. 2010 Mar 21;16(11):1366-76.,BE0003533
11870804,"Cyriac J, Haleem R, Cai X, Wang Z: Androgen regulation of spermidine synthase expression in the rat prostate. Prostate. 2002 Mar 1;50(4):252-61.",BE0000300
12843627,"Dejima H, Kobayashi M, Takasaki H, Takeda N, Shirahata A, Samejima K: Synthetic decarboxylated S-adenosyl-L-methionine as a substrate for aminopropyl transferases. Biol Pharm Bull. 2003 Jul;26(7):1005-8.",BE0000300
15499902,"Franceschetti M, Fornale S, Tassonia A, Zuccherelli K, Mayer MJ, Bagni N: Effects of spermidine synthase overexpression on polyamine biosynthetic pathway in tobacco plants. J Plant Physiol. 2004 Sep;161(9):989-1001.",BE0000300
19934256,"Preissner S, Kroll K, Dunkel M, Senger C, Goldsobel G, Kuzman D, Guenther S, Winnenburg R, Schroeder M, Preissner R: SuperCYP: a comprehensive database on Cytochrome P450 enzymes including a tool for analysis of CYP-drug interactions. Nucleic Acids Res. 2010 Jan;38(Database issue):D237-43. doi: 10.1093/nar/gkp970.  Epub 2009 Nov 24.",BE0001111
12216837,"Wright MM, McMaster CR: PC and PE synthesis: mixed micellar analysis of the cholinephosphotransferase and ethanolaminephosphotransferase activities of human choline/ethanolamine phosphotransferase 1 (CEPT1). Lipids. 2002 Jul;37(7):663-72.",BE0002190
10893425,"Henneberry AL, Wistow G, McMaster CR: Cloning, genomic organization, and characterization of a human cholinephosphotransferase. J Biol Chem. 2000 Sep 22;275(38):29808-15.",BE0002190
10191259,"Henneberry AL, McMaster CR: Cloning and expression of a human choline/ethanolaminephosphotransferase: synthesis of phosphatidylcholine and phosphatidylethanolamine. Biochem J. 1999 Apr 15;339 ( Pt 2):291-8.",BE0002190
16371353,"Sher RB, Aoyama C, Huebsch KA, Ji S, Kerner J, Yang Y, Frankel WN, Hoppel CL, Wood PA, Vance DE, Cox GA: A rostrocaudal muscular dystrophy caused by a defect in choline kinase beta, the first enzyme in phosphatidylcholine biosynthesis. J Biol Chem. 2006 Feb 24;281(8):4938-48. Epub 2005 Dec 21.",BE0000237
17236204,"Eliyahu G, Kreizman T, Degani H: Phosphocholine as a biomarker of breast cancer: molecular and biochemical studies. Int J Cancer. 2007 Apr 15;120(8):1721-30.",BE0000237
16131766,"Kim AR, Dobransky T, Rylett RJ, Shilton BH: Surface-entropy reduction used in the crystallization of human choline acetyltransferase. Acta Crystallogr D Biol Crystallogr. 2005 Sep;61(Pt 9):1306-10. Epub 2005 Aug 16.",BE0000519
16541262,"Bikopoulos GJ, Hoque T, Webb RA: Infection with the cestode Hymenolepis diminuta induces changes in acetylcholine metabolism and muscarinic receptor mRNA expression in the rat jejunum. Parasitol Res. 2006 Aug;99(3):231-7. Epub 2006 Mar 16.",BE0000519
16941497,"Opazo P, Saud K, de Saint Pierre M, Cardenas AM, Allen DD, Segura-Aguilar J, Caviedes R, Caviedes P: Knockdown of amyloid precursor protein normalizes cholinergic function in a cell line derived from the cerebral cortex of a trisomy 16 mouse: An animal model of down syndrome. J Neurosci Res. 2006 Nov 1;84(6):1303-10.",BE0000519
17144655,"Kim AR, Rylett RJ, Shilton BH: Substrate binding and catalytic mechanism of human choline acetyltransferase. Biochemistry. 2006 Dec 12;45(49):14621-31.",BE0000519
17150236,"Mehl A, Schanke TM, Torvik A, Fonnum F: The effect of trichlorfon and methylazoxymethanol on the development of guinea pig cerebellum. Toxicol Appl Pharmacol. 2007 Mar;219(2-3):128-35. Epub 2006 Nov 1.",BE0000519
16144842,"Li Z, Agellon LB, Vance DE: Phosphatidylcholine homeostasis and liver failure. J Biol Chem. 2005 Nov 11;280(45):37798-802. Epub 2005 Sep 6.",BE0000784
16322253,"Glunde K, Raman V, Mori N, Bhujwalla ZM: RNA interference-mediated choline kinase suppression in breast cancer cells induces differentiation and reduces proliferation. Cancer Res. 2005 Dec 1;65(23):11034-43.",BE0000784
17007874,"Malito E, Sekulic N, Too WC, Konrad M, Lavie A: Elucidation of human choline kinase crystal structures in complex with the products ADP or phosphocholine. J Mol Biol. 2006 Nov 24;364(2):136-51. Epub 2006 Sep 3.",BE0000784
17236204,"Eliyahu G, Kreizman T, Degani H: Phosphocholine as a biomarker of breast cancer: molecular and biochemical studies. Int J Cancer. 2007 Apr 15;120(8):1721-30.",BE0000784
16920841,"Slow S, Garrow TA: Liver choline dehydrogenase and kidney betaine-homocysteine methyltransferase expression are not affected by methionine or choline intake in growing rats. J Nutr. 2006 Sep;136(9):2279-83.",BE0000636
17629908,"Bidulescu A, Chambless LE, Siega-Riz AM, Zeisel SH, Heiss G: Usual choline and betaine dietary intake and incident coronary heart disease: the Atherosclerosis Risk in Communities (ARIC) study. BMC Cardiovasc Disord. 2007 Jul 13;7:20.",BE0000636
17147620,"Quan R, Shang M, Zhang H, Zhao Y, Zhang J: Engineering of enhanced glycine betaine synthesis improves drought tolerance in maize. Plant Biotechnol J. 2004 Nov;2(6):477-86.",BE0000636
17375117,"Dalmeijer GW, Olthof MR, Verhoef P, Bots ML, van der Schouw YT: Prospective study on dietary intakes of folate, betaine, and choline and cardiovascular disease risk in women. Eur J Clin Nutr. 2008 Mar;62(3):386-94. Epub 2007 Mar 21.",BE0000636
16816108,"da Costa KA, Kozyreva OG, Song J, Galanko JA, Fischer LM, Zeisel SH: Common genetic polymorphisms affect the human requirement for the nutrient choline. FASEB J. 2006 Jul;20(9):1336-44.",BE0000636
1663062,"Lovaas E, Carlin G: Spermine: an anti-oxidant and anti-inflammatory agent. Free Radic Biol Med. 1991;11(5):455-61.",BE0002204
10978316,"Vujcic S, Halmekyto M, Diegelman P, Gan G, Kramer DL, Janne J, Porter CW: Effects of conditional overexpression of spermidine/spermine N1-acetyltransferase on polyamine pool dynamics, cell growth, and sensitivity to polyamine analogs. J Biol Chem. 2000 Dec 8;275(49):38319-28.",BE0000111
11114236,"Hegardt C, Andersson G, Oredsson SM: Changes in polyamine metabolism during glucocorticoid-induced programmed cell death in mouse thymus. Cell Biol Int. 2000;24(12):871-80.",BE0000111
11166157,"Marverti G, Bettuzzi S, Astancolle S, Pinna C, Monti MG, Moruzzi MS: Differential induction of spermidine/spermine N1-acetyltransferase activity in cisplatin-sensitive and -resistant ovarian cancer cells in response to N1,N12-bis(ethyl)spermine involves transcriptional and post-transcriptional regulation. Eur J Cancer. 2001 Jan;37(2):281-9.",BE0000111
11171097,"Scorcioni F, Corti A, Davalli P, Astancolle S, Bettuzzi S: Manipulation of the expression of regulatory genes of polyamine metabolism results in specific alterations of the cell-cycle progression. Biochem J. 2001 Feb 15;354(Pt 1):217-23.",BE0000111
11709547,"Min SH, Simmen RC, Alhonen L, Halmekyto M, Porter CW, Janne J, Simmen FA: Altered levels of growth-related and novel gene transcripts in reproductive and other tissues of female mice overexpressing spermidine/spermine N1-acetyltransferase (SSAT). J Biol Chem. 2002 Feb 1;277(5):3647-57. Epub 2001 Nov 14.",BE0000111
10986239,"Limsuwun K, Jones PG: Spermidine acetyltransferase is required to prevent spermidine toxicity at low temperatures in Escherichia coli. J Bacteriol. 2000 Oct;182(19):5373-80.",BE0000111
12803540,"Chen Y, Vujcic S, Liang P, Diegelman P, Kramer DL, Porter CW: Genomic identification and biochemical characterization of a second spermidine/spermine N1-acetyltransferase. Biochem J. 2003 Aug 1;373(Pt 3):661-7.",BE0000275
15283699,"Coleman CS, Stanley BA, Jones AD, Pegg AE: Spermidine/spermine-N1-acetyltransferase-2 (SSAT2) acetylates thialysine and is not involved in polyamine metabolism. Biochem J. 2004 Nov 15;384(Pt 1):139-48.",BE0000275
17011643,"Vogel NL, Boeke M, Ashburner BP: Spermidine/Spermine N1-Acetyltransferase 2 (SSAT2) functions as a coactivator for NF-kappaB and cooperates with CBP and P/CAF to enhance NF-kappaB-dependent transcription. Biochim Biophys Acta. 2006 Oct;1759(10):470-7. Epub 2006 Aug 30.",BE0000275
10986239,"Limsuwun K, Jones PG: Spermidine acetyltransferase is required to prevent spermidine toxicity at low temperatures in Escherichia coli. J Bacteriol. 2000 Oct;182(19):5373-80.",BE0000275
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000004
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000004
9603949,"Mitkevich OV, Shainoff JR, DiBello PM, Yee VC, Teller DC, Smejkal GB, Bishop PD, Kolotushkina IS, Fickenscher K, Samokhin GP: Coagulation factor XIIIa undergoes a conformational change evoked by glutamine substrate. Studies on kinetics of inhibition and binding of XIIIA by a cross-reacting antifibrinogen antibody. J Biol Chem. 1998 Jun 5;273(23):14387-91.",BE0000004
2913946,"Wolff C, Lai CS: Fluorescence energy transfer detects changes in fibronectin structure upon surface binding. Arch Biochem Biophys. 1989 Feb 1;268(2):536-45.",BE0000004
3390446,"Wolff C, Lai CS: Evidence that the two amino termini of plasma fibronectin are in close proximity: a fluorescence energy transfer study. Biochemistry. 1988 May 3;27(9):3483-7.",BE0000004
16641247,"Masson J, Darmon M, Conjard A, Chuhma N, Ropert N, Thoby-Brisson M, Foutz AS, Parrot S, Miller GM, Jorisch R, Polan J, Hamon M, Hen R, Rayport S: Mice lacking brain/kidney phosphate-activated glutaminase have impaired glutamatergic synaptic transmission, altered breathing, disorganized goal-directed behavior and die shortly after birth. J Neurosci. 2006 Apr 26;26(17):4660-71.",BE0000825
17078002,"Sido B, Seel C, Hochlehnert A, Breitkreutz R, Droge W: Low intestinal glutamine level and low glutaminase activity in Crohn's disease: a rational for glutamine supplementation? Dig Dis Sci. 2006 Dec;51(12):2170-9. Epub 2006 Nov 1.",BE0000003
17159152,"Strohmeier M, Raschle T, Mazurkiewicz J, Rippe K, Sinning I, Fitzpatrick TB, Tews I: Structure of a bacterial pyridoxal 5'-phosphate synthase complex. Proc Natl Acad Sci U S A. 2006 Dec 19;103(51):19284-9. Epub 2006 Dec 11.",BE0000003
16142895,"Myers RS, Amaro RE, Luthey-Schulten ZA, Davisson VJ: Reaction coupling through interdomain contacts in imidazole glycerol phosphate synthase. Biochemistry. 2005 Sep 13;44(36):11974-85.",BE0000003
16263711,"Benlloch M, Mena S, Ferrer P, Obrador E, Asensi M, Pellicer JA, Carretero J, Ortega A, Estrela JM: Bcl-2 and Mn-SOD antisense oligodeoxynucleotides and a glutamine-enriched diet facilitate elimination of highly resistant B16 melanoma cells by tumor necrosis factor-alpha and chemotherapy. J Biol Chem. 2006 Jan 6;281(1):69-79. Epub 2005 Nov 1.",BE0000003
17267261,"Campos-Sandoval JA, Lopez de la Oliva AR, Lobo C, Segura JA, Mates JM, Alonso FJ, Marquez J: Expression of functional human glutaminase in baculovirus system: affinity purification, kinetic and molecular characterization. Int J Biochem Cell Biol. 2007;39(4):765-73. Epub 2006 Dec 21.",BE0000003
16987813,"Park SS, Kim JM, Kim DS, Kim IH, Kim SY: Transglutaminase 2 mediates polymer formation of I-kappaBalpha through C-terminal glutamine cluster. J Biol Chem. 2006 Nov 17;281(46):34965-72. Epub 2006 Sep 20.",BE0001035
17075129,"Keresztessy Z, Csosz E, Harsfalvi J, Csomos K, Gray J, Lightowlers RN, Lakey JH, Balajthy Z, Fesus L: Phage display selection of efficient glutamine-donor substrate peptides for transglutaminase 2. Protein Sci. 2006 Nov;15(11):2466-80.",BE0001035
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0002236
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0002236
15038793,"Candi E, Paradisi A, Terrinoni A, Pietroni V, Oddi S, Cadot B, Jogini V, Meiyappan M, Clardy J, Finazzi-Agro A, Melino G: Transglutaminase 5 is regulated by guanine-adenine nucleotides. Biochem J. 2004 Jul 1;381(Pt 1):313-9.",BE0002236
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0002239
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0002239
17024410,"Boeshans KM, Mueser TC, Ahvazi B: A three-dimensional model of the human transglutaminase 1: insights into the understanding of lamellar ichthyosis. J Mol Model. 2007 Jan;13(1):233-46. Epub 2006 Sep 23.",BE0002241
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0002243
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0002243
239698,"Stenberg P, Curtis CG, Wing D, Tong YS, Credo RB, Gray A, Lorand L: Transamidase kinetics. Amide formation in the enzymic reactions of thiol esters with amines. Biochem J. 1975 Apr;147(1):155-63.",BE0002243
849457,Mosher DF: Labeling of a major fibroblast surface protein (fibronectin) catalyzed by blood coagulation factor XIIa. Biochim Biophys Acta. 1977 Mar 28;491(1):205-10.,BE0002243
1361314,"Coyne CP, Smith JE, Keeton K: Additive and synergistic pharmacologic inhibition of equine fibrinoligase (factor XIIIa*-like) biochemical activity. Am J Vet Res. 1992 Nov;53(11):2058-66.",BE0002243
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0001273
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0001273
11093806,"Chen BS, Wang MR, Xu X, Cai Y, Xu ZX, Han YL, Wu M: Transglutaminase-3, an esophageal cancer-related gene. Int J Cancer. 2000 Dec 15;88(6):862-5.",BE0001273
7733658,"Ikura K, Yu C, Nagao M, Sasaki R, Furuyoshi S, Kawabata N: Site-directed mutation in conserved anionic regions of guinea pig liver transglutaminase. Arch Biochem Biophys. 1995 Apr 20;318(2):307-13.",BE0001273
14508061,"Ahvazi B, Steinert PM: A model for the reaction mechanism of the transglutaminase 3 enzyme. Exp Mol Med. 2003 Aug 31;35(4):228-42.",BE0001273
17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0002245
17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0002245
