id,name,organism,known_action,position,parent_key
BE0003646,Solute carrier family 22 member 7,Human,unknown,1,DB00277
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,1,DB00279
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,2,DB00279
BE0003659,Solute carrier organic anion transporter family member 1B3,Human,unknown,3,DB00279
BE0003653,Solute carrier organic anion transporter family member 4C1,Human,unknown,4,DB00279
BE0003644,Sodium/bile acid cotransporter,Human,unknown,5,DB00279
BE0003660,Solute carrier organic anion transporter family member 1C1,Human,unknown,6,DB00279
BE0003656,Solute carrier organic anion transporter family member 4A1,Human,unknown,7,DB00279
BE0003645,Solute carrier family 22 member 8,Human,unknown,8,DB00279
BE0003654,Monocarboxylate transporter 10,Human,unknown,9,DB00279
BE0001032,Multidrug resistance protein 1,Human,unknown,10,DB00279
BE0000222,Large neutral amino acids transporter small subunit 1,Human,unknown,11,DB00279
BE0003648,Solute carrier family 22 member 1,Human,unknown,1,DB00280
BE0003647,Solute carrier family 22 member 2,Human,unknown,2,DB00280
BE0000106,Solute carrier family 22 member 5,Human,unknown,1,DB00281
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00281
BE0001032,Multidrug resistance protein 1,Human,unknown,4,DB00285
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,6,DB00285
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,1,DB00286
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,2,DB00286
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,3,DB00286
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,4,DB00286
BE0003644,Sodium/bile acid cotransporter,Human,unknown,5,DB00286
BE0003652,Solute carrier family 22 member 10,Human,unknown,6,DB00286
BE0003645,Solute carrier family 22 member 8,Human,unknown,7,DB00286
BE0003660,Solute carrier organic anion transporter family member 1C1,Human,unknown,8,DB00286
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,9,DB00286
BE0001042,Solute carrier organic anion transporter family member 2B1,Human,unknown,10,DB00286
BE0001032,Multidrug resistance protein 1,Human,unknown,11,DB00286
BE0001066,Solute carrier family 22 member 6,Human,unknown,12,DB00286
BE0003667,Organic solute transporter subunit alpha,Human,unknown,13,DB00286
BE0003668,Organic solute transporter subunit beta,Human,unknown,14,DB00286
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,15,DB00286
BE0003656,Solute carrier organic anion transporter family member 4A1,Human,unknown,16,DB00286
BE0003658,ATP-binding cassette sub-family C member 11,Human,unknown,17,DB00286
BE0003659,Solute carrier organic anion transporter family member 1B3,Human,unknown,18,DB00286
BE0000879,Solute carrier family 22 member 11,Human,unknown,19,DB00286
BE0003661,Solute carrier organic anion transporter family member 3A1,Human,unknown,20,DB00286
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,21,DB00286
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,2,DB00291
BE0001032,Multidrug resistance protein 1,Human,unknown,4,DB00295
BE0001066,Solute carrier family 22 member 6,Human,unknown,3,DB00300
BE0003645,Solute carrier family 22 member 8,Human,unknown,4,DB00300
BE0003651,Multidrug resistance-associated protein 7,Human,unknown,5,DB00300
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,6,DB00300
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,7,DB00300
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00302
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00311
BE0001066,Solute carrier family 22 member 6,Human,unknown,0,DB00313
BE0000106,Solute carrier family 22 member 5,Human,unknown,1,DB00313
BE0003645,Solute carrier family 22 member 8,Human,unknown,2,DB00313
BE0000669,Monocarboxylate transporter 1,Human,unknown,11,DB00313
BE0003646,Solute carrier family 22 member 7,Human,unknown,19,DB00313
BE0001066,Solute carrier family 22 member 6,Human,unknown,2,DB00316
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00316
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00317
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,2,DB00317
BE0003648,Solute carrier family 22 member 1,Human,unknown,5,DB00318
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00319
BE0001032,Multidrug resistance protein 1,Human,unknown,5,DB00320
BE0001032,Multidrug resistance protein 1,Human,unknown,24,DB00321
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,9,DB00328
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,10,DB00328
BE0003640,Multidrug resistance-associated protein 6,Human,unknown,11,DB00328
BE0001032,Multidrug resistance protein 1,Human,unknown,12,DB00328
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,13,DB00328
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,14,DB00328
BE0001066,Solute carrier family 22 member 6,Human,unknown,15,DB00328
BE0003645,Solute carrier family 22 member 8,Human,unknown,16,DB00328
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,17,DB00328
BE0003658,ATP-binding cassette sub-family C member 11,Human,unknown,18,DB00328
BE0000879,Solute carrier family 22 member 11,Human,unknown,19,DB00328
BE0003644,Sodium/bile acid cotransporter,Human,unknown,20,DB00328
BE0003646,Solute carrier family 22 member 7,Human,unknown,21,DB00328
BE0003648,Solute carrier family 22 member 1,Human,unknown,1,DB00331
BE0003647,Solute carrier family 22 member 2,Human,unknown,2,DB00331
BE0003650,Solute carrier family 22 member 3,Human,unknown,3,DB00331
BE0003657,Multidrug and toxin extrusion protein 1,Human,unknown,4,DB00331
BE0004775,Equilibrative nucleoside transporter 4,Human,unknown,5,DB00331
BE0000106,Solute carrier family 22 member 5,Human,unknown,2,DB00332
BE0000757,Solute carrier family 22 member 4,Human,unknown,3,DB00332
BE0001032,Multidrug resistance protein 1,Human,unknown,5,DB00333
BE0001032,Multidrug resistance protein 1,Human,unknown,28,DB00334
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00335
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,5,DB00338
BE0001032,Multidrug resistance protein 1,Human,unknown,6,DB00338
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,7,DB00338
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00342
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00343
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00344
BE0003647,Solute carrier family 22 member 2,Human,unknown,1,DB00345
BE0003648,Solute carrier family 22 member 1,Human,unknown,2,DB00345
BE0000106,Solute carrier family 22 member 5,Human,unknown,3,DB00345
BE0001066,Solute carrier family 22 member 6,Human,unknown,4,DB00345
BE0003645,Solute carrier family 22 member 8,Human,unknown,5,DB00345
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,6,DB00345
BE0000757,Solute carrier family 22 member 4,Human,unknown,7,DB00345
BE0000879,Solute carrier family 22 member 11,Human,unknown,8,DB00345
BE0003661,Solute carrier organic anion transporter family member 3A1,Human,unknown,9,DB00345
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,10,DB00345
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,11,DB00345
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,12,DB00345
BE0000669,Monocarboxylate transporter 1,Human,unknown,13,DB00345
BE0003646,Solute carrier family 22 member 7,Human,unknown,14,DB00345
BE0000249,Sodium- and chloride-dependent GABA transporter 1,Human,yes,1,DB00349
BE0004733,Sodium- and chloride-dependent GABA transporter 3,Human,yes,2,DB00349
BE0001032,Multidrug resistance protein 1,Human,unknown,3,DB00349
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00351
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,1,DB00352
BE0001032,Multidrug resistance protein 1,Human,unknown,4,DB00358
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00361
BE0001032,Multidrug resistance protein 1,Human,unknown,27,DB00363
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00365
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,2,DB00365
BE0001066,Solute carrier family 22 member 6,Human,unknown,3,DB00365
BE0003647,Solute carrier family 22 member 2,Human,unknown,4,DB00365
BE0000106,Solute carrier family 22 member 5,Human,unknown,5,DB00365
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,6,DB00365
BE0000486,Sodium-dependent noradrenaline transporter,Human,unknown,1,DB00368
BE0003647,Solute carrier family 22 member 2,Human,unknown,2,DB00368
BE0003650,Solute carrier family 22 member 3,Human,unknown,3,DB00368
BE0000106,Solute carrier family 22 member 5,Human,unknown,4,DB00368
BE0003648,Solute carrier family 22 member 1,Human,unknown,5,DB00368
BE0003665,"POU domain, class 5, transcription factor 1",Human,unknown,6,DB00368
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00369
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00373
BE0001032,Multidrug resistance protein 1,Human,unknown,10,DB00381
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00382
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00390
BE0003653,Solute carrier organic anion transporter family member 4C1,Human,unknown,2,DB00390
BE0003645,Solute carrier family 22 member 8,Human,unknown,3,DB00390
BE0001042,Solute carrier organic anion transporter family member 2B1,Human,unknown,4,DB00390
BE0000703,Bile salt export pump,Human,unknown,5,DB00390
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,6,DB00390
BE0003667,Organic solute transporter subunit alpha,Human,unknown,7,DB00390
BE0003668,Organic solute transporter subunit beta,Human,unknown,8,DB00390
BE0003656,Solute carrier organic anion transporter family member 4A1,Human,unknown,9,DB00390
BE0003659,Solute carrier organic anion transporter family member 1B3,Human,unknown,10,DB00390
BE0003660,Solute carrier organic anion transporter family member 1C1,Human,unknown,11,DB00390
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,12,DB00390
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00396
BE0003647,Solute carrier family 22 member 2,Human,unknown,2,DB00396
BE0003648,Solute carrier family 22 member 1,Human,unknown,3,DB00396
BE0003650,Solute carrier family 22 member 3,Human,unknown,4,DB00396
BE0000703,Bile salt export pump,Human,unknown,5,DB00396
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,6,DB00396
BE0003644,Sodium/bile acid cotransporter,Human,unknown,7,DB00396
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,0,DB00398
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,0,DB00398
BE0001032,Multidrug resistance protein 1,Human,unknown,0,DB00398
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,1,DB00398
BE0004770,RalA-binding protein 1,Human,unknown,12,DB00398
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,3,DB00399
BE0001032,Multidrug resistance protein 1,Human,unknown,6,DB00401
BE0003648,Solute carrier family 22 member 1,Human,unknown,1,DB00406
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,2,DB00412
BE0003647,Solute carrier family 22 member 2,Human,unknown,13,DB00413
BE0003648,Solute carrier family 22 member 1,Human,unknown,14,DB00413
BE0000106,Solute carrier family 22 member 5,Human,unknown,2,DB00415
BE0001018,Solute carrier family 15 member 1,Human,unknown,3,DB00415
BE0001134,Solute carrier family 15 member 2,Human,unknown,4,DB00415
BE0000669,Monocarboxylate transporter 1,Human,unknown,7,DB00415
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,1,DB00421
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00421
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,3,DB00421
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00428
BE0001066,Solute carrier family 22 member 6,Human,unknown,4,DB00432
BE0003645,Solute carrier family 22 member 8,Human,unknown,1,DB00437
BE0003646,Solute carrier family 22 member 7,Human,unknown,2,DB00437
BE0000106,Solute carrier family 22 member 5,Human,unknown,1,DB00438
BE0001018,Solute carrier family 15 member 1,Human,unknown,2,DB00438
BE0001134,Solute carrier family 15 member 2,Human,unknown,3,DB00438
BE0001066,Solute carrier family 22 member 6,Human,unknown,4,DB00438
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00439
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,2,DB00439
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,3,DB00439
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,4,DB00439
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00440
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00441
BE0003651,Multidrug resistance-associated protein 7,Human,unknown,2,DB00441
BE0001204,Equilibrative nucleoside transporter 1,Human,unknown,3,DB00441
BE0004705,Sodium/nucleoside cotransporter 1,Human,unknown,5,DB00441
BE0004706,Equilibrative nucleoside transporter 2,Human,unknown,6,DB00441
BE0003672,Solute carrier family 28 member 3,Human,unknown,7,DB00441
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00443
BE0003640,Multidrug resistance-associated protein 6,Human,unknown,1,DB00444
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,2,DB00444
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,2,DB00445
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00446
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00447
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00447
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00448
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,2,DB00448
BE0003660,Solute carrier organic anion transporter family member 1C1,Human,unknown,1,DB00451
BE0000178,Monocarboxylate transporter 8,Human,unknown,2,DB00451
BE0001032,Multidrug resistance protein 1,Human,unknown,3,DB00451
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,5,DB00451
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,6,DB00451
BE0003659,Solute carrier organic anion transporter family member 1B3,Human,unknown,7,DB00451
BE0003656,Solute carrier organic anion transporter family member 4A1,Human,unknown,8,DB00451
BE0003653,Solute carrier organic anion transporter family member 4C1,Human,unknown,9,DB00451
BE0000222,Large neutral amino acids transporter small subunit 1,Human,unknown,10,DB00451
BE0001032,Multidrug resistance protein 1,Human,unknown,5,DB00455
BE0000106,Solute carrier family 22 member 5,Human,unknown,1,DB00456
BE0001018,Solute carrier family 15 member 1,Human,unknown,2,DB00456
BE0001134,Solute carrier family 15 member 2,Human,unknown,3,DB00456
